,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1531,7,1273,572,2016,06
8,Брянская область,1211,13,956,479,2016,06
9,Владимирская область,1372,8,1124,430,2016,06
10,Воронежская область,2094,8,1767,806,2016,06
11,Ивановская область,1019,4,812,361,2016,06
12,Калужская область,1077,8,853,360,2016,06
13,Костромская область,719,3,499,228,2016,06
14,Курская область,1096,5,843,420,2016,06
15,Липецкая область,1143,6,993,390,2016,06
16,Московская область,8903,34,6744,2837,2016,06
17,Орловская область,734,6,548,252,2016,06
18,Рязанская область,1238,6,904,432,2016,06
19,Смоленская область,831,3,771,361,2016,06
20,Тамбовская область,907,4,793,368,2016,06
21,Тверская область,1370,15,943,489,2016,06
22,Тульская область,1409,6,1226,501,2016,06
23,Ярославская область,1362,8,1032,396,2016,06
24,г.Москва,12912,72,10636,3457,2016,06
26,Республика Карелия,707,5,502,212,2016,06
27,Республика Коми,1023,5,605,343,2016,06
28,Архангельская область,1280,4,864,393,2016,06
29,Hенецкий авт.округ,51,0,22,14,2016,06
30,Архангельская область без автономии,1229,4,842,379,2016,06
31,Вологодская область,1462,8,855,365,2016,06
32,Калининградская область,1023,5,838,420,2016,06
33,Ленинградская область,1491,5,952,632,2016,06
34,Мурманская область,748,2,557,315,2016,06
35,Новгородская область,635,4,538,221,2016,06
36,Псковская область,685,4,454,236,2016,06
37,г.Санкт-Петербург,6363,27,6073,1913,2016,06
39,Республика Адыгея,424,2,273,155,2016,06
40,Республика Калмыкия,297,1,165,86,2016,06
41,Краснодарский край,5884,23,4561,2023,2016,06
42,Астраханская область,1099,10,601,372,2016,06
43,Волгоградская область,2477,17,1765,856,2016,06
44,Ростовская область,4106,31,3209,1511,2016,06
46,Республика Дагестан,4063,37,1247,384,2016,06
47,Республика Ингушетия,549,9,127,29,2016,06
48,Кабардино-Балкарская Республика,1041,7,353,228,2016,06
49,Карачаево-Черкесская Республика,481,3,197,127,2016,06
50,Республика Северная Осетия- Алания,769,7,355,150,2016,06
51,Чеченская Республика,2329,29,679,112,2016,06
52,Ставропольский край,3033,25,1908,924,2016,06
54,Республика Башкортостан,5040,35,2863,1284,2016,06
55,Республика Марий Эл,908,4,435,208,2016,06
56,Республика Мордовия,720,3,597,228,2016,06
57,Республика Татарстан(Татарстан),5087,24,2718,1066,2016,06
58,Удмуртская Республика,1876,10,1085,438,2016,06
59,Чувашская Республика(Чувашия),1476,5,807,356,2016,06
60,Пермский край,3341,18,2025,926,2016,06
61,Кировская область,1477,4,886,396,2016,06
62,Hижегородская область,3454,20,2929,1022,2016,06
63,Оренбургская область,2480,10,1637,726,2016,06
64,Пензенская область,1265,7,965,424,2016,06
65,Самарская область,3536,16,2679,1136,2016,06
66,Саратовская область,2520,13,1717,848,2016,06
67,Ульяновская область,1322,9,981,424,2016,06
69,Курганская область,952,10,598,364,2016,06
70,Свердловская область,5282,27,3744,1631,2016,06
71,Тюменская область,5048,22,3343,1616,2016,06
72,Ханты-Мансийский авт.округ-Югра,2282,8,1614,788,2016,06
73,Ямало-Hенецкий авт.округ,725,5,415,246,2016,06
74,Тюменская область без автономии,2041,9,1314,582,2016,06
75,Челябинская область,4324,20,2817,1333,2016,06
77,Республика Алтай,359,4,133,76,2016,06
78,Республика Бурятия,1388,8,618,292,2016,06
79,Республика Тыва,585,7,143,42,2016,06
80,Республика Хакасия,678,2,420,212,2016,06
81,Алтайский край,2635,19,1646,910,2016,06
82,Забайкальский край,1311,12,768,443,2016,06
83,Красноярский край,3599,25,2343,1159,2016,06
84,Иркутская область,3067,19,1981,985,2016,06
85,Кемеровская область,2923,17,1946,1010,2016,06
86,Новосибирская область,3472,21,2540,1056,2016,06
87,Омская область,2306,8,1548,757,2016,06
88,Томская область,1335,6,917,367,2016,06
90,Республика Саха (Якутия),1314,10,671,337,2016,06
91,Камчатский край,387,4,257,167,2016,06
92,Приморский край,1975,19,1501,797,2016,06
93,Хабаровский край,1458,16,1098,614,2016,06
94,Амурская область,826,2,706,362,2016,06
95,Магаданская область,150,2,124,81,2016,06
96,Сахалинская область,576,0,386,211,2016,06
97,Еврейская автономная область,194,3,128,56,2016,06
98,Чукотский авт.округ,52,1,37,26,2016,06
100,Республика Крым,1829,9,1340,457,2016,06
101,г Севастополь,448,2,464,166,2016,06
