,region,birth,death_children,marriage,divorce,year,month
5,Российская Федерация,165340,875,138733,50926,2016,07
6,Центральный федеральный округ,40185,187,39471,13252,2016,07
7,Белгородская область,1523,12,1383,611,2016,07
8,Брянская область,1123,7,1216,475,2016,07
9,Владимирская область,1396,9,1522,466,2016,07
10,Воронежская область,2223,8,2204,783,2016,07
11,Ивановская область,1060,7,1069,389,2016,07
12,Калужская область,1095,6,1127,402,2016,07
13,Костромская область,666,4,677,202,2016,07
14,Курская область,1011,7,1023,380,2016,07
15,Липецкая область,1162,6,1122,423,2016,07
16,Московская область,8573,34,7998,2793,2016,07
17,Орловская область,699,2,729,260,2016,07
18,Рязанская область,1139,4,1126,379,2016,07
19,Смоленская область,871,3,965,351,2016,07
20,Тамбовская область,856,2,949,344,2016,07
21,Тверская область,1347,7,1253,483,2016,07
22,Тульская область,1253,9,1448,547,2016,07
23,Ярославская область,1263,9,1371,404,2016,07
24,г.Москва,12925,51,12289,3560,2016,07
25,Северо-Западный федеральный округ,15383,58,15112,5227,2016,07
26,Республика Карелия,682,3,661,224,2016,07
27,Республика Коми,917,4,778,329,2016,07
28,Архангельская область,1228,9,1059,418,2016,07
29,Hенецкий авт.округ,85,0,25,10,2016,07
30,Архангельская область без автономии,1143,9,1034,408,2016,07
31,Вологодская область,1447,11,1154,410,2016,07
32,Калининградская область,1048,2,1079,408,2016,07
33,Ленинградская область,1300,3,1246,557,2016,07
34,Мурманская область,732,4,617,319,2016,07
35,Новгородская область,632,3,704,232,2016,07
36,Псковская область,622,3,641,228,2016,07
37,г.Санкт-Петербург,6775,16,7173,2102,2016,07
38,Южный федеральный округ,18093,85,12792,5855,2016,07
39,Республика Адыгея,450,1,259,146,2016,07
40,Республика Калмыкия,316,2,136,114,2016,07
41,Республика Крым,2071,8,1467,503,2016,07
42,Краснодарский край,6476,25,4574,2155,2016,07
43,Астраханская область,1332,4,732,368,2016,07
44,Волгоградская область,2550,13,1958,879,2016,07
45,Ростовская область,4447,31,3211,1538,2016,07
46,г Севастополь,451,1,455,152,2016,07
47,Северо-Кавказский федеральный округ,12937,122,5474,1910,2016,07
48,Республика Дагестан,4215,41,1579,397,2016,07
49,Республика Ингушетия,676,11,140,33,2016,07
50,Кабардино-Балкарская Республика,1052,10,474,195,2016,07
51,Карачаево-Черкесская Республика,476,6,213,108,2016,07
52,Республика Северная Осетия- Алания,859,6,375,164,2016,07
53,Чеченская Республика,2440,28,733,105,2016,07
54,Ставропольский край,3219,20,1960,908,2016,07
55,Приволжский федеральный округ,33722,169,28132,9828,2016,07
56,Республика Башкортостан,4822,34,3983,1307,2016,07
57,Республика Марий Эл,832,1,546,224,2016,07
58,Республика Мордовия,720,3,645,214,2016,07
59,Республика Татарстан(Татарстан),4949,18,3867,1115,2016,07
60,Удмуртская Республика,1819,3,1296,438,2016,07
61,Чувашская Республика(Чувашия),1469,7,1034,350,2016,07
62,Пермский край,3198,19,2567,918,2016,07
63,Кировская область,1443,6,1029,432,2016,07
64,Hижегородская область,3349,20,3387,1021,2016,07
65,Оренбургская область,2604,6,1764,794,2016,07
66,Пензенская область,1220,15,1187,446,2016,07
67,Самарская область,3673,17,3347,1216,2016,07
68,Саратовская область,2369,16,2173,918,2016,07
69,Ульяновская область,1255,4,1307,435,2016,07
70,Уральский федеральный округ,14936,61,12720,4933,2016,07
71,Курганская область,950,5,759,331,2016,07
72,Свердловская область,5035,20,4782,1722,2016,07
73,Тюменская область,4940,13,3678,1540,2016,07
74,Ханты-Мансийский авт.округ-Югра,2216,5,1738,738,2016,07
75,Ямало-Hенецкий авт.округ,678,0,464,215,2016,07
76,Тюменская область без автономии,2046,8,1476,587,2016,07
77,Челябинская область,4011,23,3501,1340,2016,07
78,Сибирский федеральный округ,23044,148,19229,7474,2016,07
79,Республика Алтай,378,3,215,81,2016,07
80,Республика Бурятия,1380,6,739,315,2016,07
81,Республика Тыва,595,7,249,50,2016,07
82,Республика Хакасия,713,4,535,195,2016,07
83,Алтайский край,2493,15,2349,908,2016,07
84,Забайкальский край,1314,7,937,408,2016,07
85,Красноярский край,3294,21,3062,1107,2016,07
86,Иркутская область,3068,14,2552,1032,2016,07
87,Кемеровская область,2838,15,2513,1016,2016,07
88,Новосибирская область,3282,28,3024,1114,2016,07
89,Омская область,2437,21,1913,840,2016,07
90,Томская область,1252,7,1141,408,2016,07
91,Дальневосточный федеральный округ,7040,45,5803,2447,2016,07
92,Республика Саха (Якутия),1250,8,759,348,2016,07
93,Камчатский край,335,3,306,145,2016,07
94,Приморский край,2041,9,1936,688,2016,07
95,Хабаровский край,1538,15,1280,583,2016,07
96,Амурская область,896,5,739,324,2016,07
97,Магаданская область,124,0,138,58,2016,07
98,Сахалинская область,618,3,480,208,2016,07
99,Еврейская автономная область,193,2,128,68,2016,07
100,Чукотский авт.округ,45,0,37,25,2016,07
