,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1518,17,556,631,2016,03
8,Брянская область,1222,7,446,510,2016,03
9,Владимирская область,1425,10,554,486,2016,03
10,Воронежская область,2381,16,845,848,2016,03
11,Ивановская область,997,8,407,368,2016,03
12,Калужская область,1084,7,420,420,2016,03
13,Костромская область,703,4,250,211,2016,03
14,Курская область,1104,4,455,500,2016,03
15,Липецкая область,1183,9,448,458,2016,03
16,Московская область,8480,40,3632,3077,2016,03
17,Орловская область,724,4,281,315,2016,03
18,Рязанская область,1156,7,475,458,2016,03
19,Смоленская область,854,10,309,392,2016,03
20,Тамбовская область,838,7,354,363,2016,03
21,Тверская область,1354,13,584,484,2016,03
22,Тульская область,1408,6,609,553,2016,03
23,Ярославская область,1370,9,478,532,2016,03
24,г.Москва,12408,71,5289,4037,2016,03
26,Республика Карелия,655,5,269,250,2016,03
27,Республика Коми,1043,3,428,425,2016,03
28,Архангельская область,1327,4,513,451,2016,03
29,Hенецкий авт.округ,70,0,18,20,2016,03
31,Вологодская область,1395,9,461,434,2016,03
32,Калининградская область,1096,11,461,437,2016,03
33,Ленинградская область,1453,5,624,694,2016,03
34,Мурманская область,771,3,528,427,2016,03
35,Новгородская область,608,1,284,261,2016,03
36,Псковская область,614,7,279,217,2016,03
37,г.Санкт-Петербург,6179,22,2944,2274,2016,03
39,Республика Адыгея,482,2,166,162,2016,03
40,Республика Калмыкия,304,1,80,85,2016,03
41,Краснодарский край,6262,35,2598,2283,2016,03
42,Астраханская область,1271,7,459,357,2016,03
43,Волгоградская область,2574,12,958,988,2016,03
44,Ростовская область,4262,29,1716,1641,2016,03
46,Республика Дагестан,4592,49,1481,441,2016,03
47,Республика Ингушетия,686,3,158,41,2016,03
48,Кабардино-Балкарская Республика,1025,9,300,213,2016,03
49,Карачаево-Черкесская Республика,513,7,187,136,2016,03
50,Республика Северная Осетия- Алания,885,6,273,162,2016,03
51,Чеченская Республика,2418,21,718,103,2016,03
52,Ставропольский край,3166,28,1103,972,2016,03
54,Республика Башкортостан,5001,36,1663,1447,2016,03
55,Республика Марий Эл,850,1,238,199,2016,03
56,Республика Мордовия,697,3,282,225,2016,03
57,Республика Татарстан(Татарстан),4873,26,1657,1216,2016,03
58,Удмуртская Республика,1851,8,598,480,2016,03
59,Чувашская Республика(Чувашия),1459,2,424,380,2016,03
60,Пермский край,3228,20,1195,964,2016,03
61,Кировская область,1343,7,530,482,2016,03
62,Hижегородская область,3482,24,1355,1313,2016,03
63,Оренбургская область,2372,16,844,743,2016,03
64,Пензенская область,1178,5,500,459,2016,03
65,Самарская область,3333,18,1288,1258,2016,03
66,Саратовская область,2434,14,895,984,2016,03
67,Ульяновская область,1323,14,516,442,2016,03
69,Курганская область,888,6,351,349,2016,03
70,Свердловская область,5180,32,2175,1739,2016,03
71,Тюменская область,5028,27,2074,1718,2016,03
72,Ханты-Мансийский авт.округ-Югра,2229,12,977,767,2016,03
73,Ямало-Hенецкий авт.округ,803,2,387,331,2016,03
75,Челябинская область,4374,25,1528,1520,2016,03
77,Республика Алтай,353,2,99,78,2016,03
78,Республика Бурятия,1447,10,428,326,2016,03
79,Республика Тыва,631,6,127,52,2016,03
80,Республика Хакасия,639,7,242,250,2016,03
81,Алтайский край,2542,21,899,871,2016,03
82,Забайкальский край,1429,8,618,439,2016,03
83,Красноярский край,3781,18,1487,1292,2016,03
84,Иркутская область,3157,21,1246,1092,2016,03
85,Кемеровская область,3173,21,1130,1112,2016,03
86,Новосибирская область,3418,25,1385,1219,2016,03
87,Омская область,2411,15,998,812,2016,03
88,Томская область,1249,4,519,411,2016,03
90,Республика Саха (Якутия),1404,5,484,403,2016,03
91,Камчатский край,370,1,200,165,2016,03
92,Приморский край,2274,17,908,909,2016,03
93,Хабаровский край,1672,7,625,670,2016,03
94,Амурская область,953,5,409,357,2016,03
95,Магаданская область,162,1,68,77,2016,03
96,Сахалинская область,603,2,307,245,2016,03
97,Еврейская автономная область,202,4,98,63,2016,03
98,Чукотский авт.округ,77,4,35,35,2016,03
100,Республика Крым,1989,15,822,543,2016,03
101,г Севастополь,521,3,240,191,2016,03
