,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1367,8,806,537,2016,10
8,Брянская область,1138,2,586,472,2016,10
9,Владимирская область,1223,8,671,513,2016,10
10,Воронежская область,1867,13,1241,810,2016,10
11,Ивановская область,864,1,432,342,2016,10
12,Калужская область,952,7,573,331,2016,10
13,Костромская область,661,1,275,229,2016,10
14,Курская область,937,4,538,392,2016,10
15,Липецкая область,1053,6,610,430,2016,10
16,Московская область,7848,31,4447,2776,2016,10
17,Орловская область,660,5,370,275,2016,10
18,Рязанская область,991,7,629,378,2016,10
19,Смоленская область,803,5,462,352,2016,10
20,Тамбовская область,813,5,499,350,2016,10
21,Тверская область,1143,6,718,441,2016,10
22,Тульская область,1153,4,762,504,2016,10
23,Ярославская область,1260,4,589,435,2016,10
24,г.Москва,12173,73,6999,3422,2016,10
26,Республика Карелия,636,6,281,268,2016,10
27,Республика Коми,926,4,413,347,2016,10
28,Архангельская область,1104,5,515,404,2016,10
29,Hенецкий авт.округ,62,0,18,13,2016,10
31,Вологодская область,1192,8,492,389,2016,10
32,Калининградская область,930,3,580,424,2016,10
33,Ленинградская область,1320,5,786,650,2016,10
34,Мурманская область,679,3,515,339,2016,10
35,Новгородская область,559,3,311,248,2016,10
36,Псковская область,578,8,333,241,2016,10
37,г.Санкт-Петербург,6053,18,4456,2073,2016,10
39,Республика Адыгея,411,1,284,137,2016,10
40,Республика Калмыкия,288,1,153,82,2016,10
41,Республика Крым,1921,5,1580,586,2016,10
42,Краснодарский край,5968,30,4682,2054,2016,10
43,Астраханская область,1185,10,740,380,2016,10
44,Волгоградская область,2282,11,1426,850,2016,10
45,Ростовская область,3934,17,2758,1439,2016,10
48,Республика Дагестан,4538,45,1457,369,2016,10
49,Республика Ингушетия,703,7,143,21,2016,10
50,Кабардино-Балкарская Республика,1021,3,600,207,2016,10
51,Карачаево-Черкесская Республика,453,5,236,107,2016,10
52,Республика Северная Осетия- Алания,814,3,364,134,2016,10
53,Чеченская Республика,2808,28,749,92,2016,10
54,Ставропольский край,2990,27,1686,864,2016,10
56,Республика Башкортостан,4321,18,1890,1300,2016,10
57,Республика Марий Эл,737,4,284,246,2016,10
58,Республика Мордовия,595,4,309,226,2016,10
59,Республика Татарстан(Татарстан),4320,23,1819,1096,2016,10
60,Удмуртская Республика,1666,9,588,436,2016,10
61,Чувашская Республика(Чувашия),1360,3,489,354,2016,10
62,Пермский край,3124,14,1238,941,2016,10
63,Кировская область,1361,8,510,451,2016,10
64,Hижегородская область,3104,20,1440,1075,2016,10
65,Оренбургская область,2015,13,1013,695,2016,10
66,Пензенская область,1089,9,681,465,2016,10
67,Самарская область,3278,18,1726,1196,2016,10
68,Саратовская область,2096,15,1288,868,2016,10
69,Ульяновская область,1149,8,610,397,2016,10
71,Курганская область,827,6,426,329,2016,10
72,Свердловская область,4925,17,2187,1734,2016,10
73,Тюменская область,4443,28,2248,1661,2016,10
74,Ханты-Мансийский авт.округ-Югра,2029,8,1019,860,2016,10
75,Ямало-Hенецкий авт.округ,593,7,397,222,2016,10
77,Челябинская область,3684,28,1958,1301,2016,10
79,Республика Алтай,252,3,140,75,2016,10
80,Республика Бурятия,1366,10,483,300,2016,10
81,Республика Тыва,644,7,88,42,2016,10
82,Республика Хакасия,621,4,292,208,2016,10
83,Алтайский край,2256,13,1125,804,2016,10
84,Забайкальский край,1372,8,621,385,2016,10
85,Красноярский край,3153,16,1635,1084,2016,10
86,Иркутская область,2814,17,1426,947,2016,10
87,Кемеровская область,2524,18,1380,959,2016,10
88,Новосибирская область,2951,14,1664,1085,2016,10
89,Омская область,2141,7,1087,659,2016,10
90,Томская область,1181,3,559,402,2016,10
92,Республика Саха (Якутия),1332,13,470,326,2016,10
93,Камчатский край,331,4,266,148,2016,10
94,Приморский край,1894,9,1610,758,2016,10
95,Хабаровский край,1475,7,950,518,2016,10
96,Амурская область,868,3,481,347,2016,10
97,Магаданская область,116,0,105,65,2016,10
98,Сахалинская область,530,1,373,255,2016,10
99,Еврейская автономная область,186,4,97,55,2016,10
100,Чукотский авт.округ,51,0,30,21,2016,10
