,region,birth,death_children,marriage,divorce,year,month
3,Российская Федерация,142052,993,48523,43550,2016,01
4,Центральный федеральный округ,33181,217,13118,11401,2016,01
5,Белгородская область,1280,6,438,455,2016,01
6,Брянская область,992,14,353,379,2016,01
7,Владимирская область,1221,12,439,394,2016,01
8,Воронежская область,1814,10,737,708,2016,01
9,Ивановская область,805,7,308,292,2016,01
10,Калужская область,920,10,354,333,2016,01
11,Костромская область,558,6,170,205,2016,01
12,Курская область,931,8,359,355,2016,01
13,Липецкая область,937,10,375,325,2016,01
14,Московская область,6691,24,2899,2434,2016,01
15,Орловская область,656,10,202,213,2016,01
16,Рязанская область,922,8,359,334,2016,01
17,Смоленская область,717,5,259,330,2016,01
18,Тамбовская область,767,2,278,273,2016,01
19,Тверская область,1060,11,427,386,2016,01
20,Тульская область,1148,3,479,461,2016,01
21,Ярославская область,1092,8,350,391,2016,01
22,г.Москва,10670,63,4332,3133,2016,01
23,Северо-Западный федеральный округ,12816,72,4934,4683,2016,01
24,Республика Карелия,554,3,179,195,2016,01
25,Республика Коми,876,3,268,315,2016,01
26,Архангельская область,1082,11,380,415,2016,01
27,Hенецкий авт.округ,58,0,16,15,2016,01
28,Архангельская область без автономии,1024,11,364,400,2016,01
29,Вологодская область,1104,8,353,344,2016,01
30,Калининградская область,886,4,334,407,2016,01
31,Ленинградская область,1139,7,503,481,2016,01
32,Мурманская область,690,7,324,300,2016,01
33,Новгородская область,527,2,195,183,2016,01
34,Псковская область,517,0,171,201,2016,01
35,г.Санкт-Петербург,5441,27,2227,1842,2016,01
36,Южный федеральный округ,13404,103,4244,4355,2016,01
37,Республика Адыгея,441,4,99,106,2016,01
38,Республика Калмыкия,293,4,66,77,2016,01
39,Краснодарский край,5748,39,1832,1819,2016,01
40,Астраханская область,1172,8,320,320,2016,01
41,Волгоградская область,2008,21,699,731,2016,01
42,Ростовская область,3742,27,1228,1302,2016,01
43,Северо-Кавказский федеральный округ,11983,104,3315,1744,2016,01
44,Республика Дагестан,4219,33,1176,358,2016,01
45,Республика Ингушетия,652,11,130,34,2016,01
46,Кабардино-Балкарская Республика,939,3,312,162,2016,01
47,Карачаево-Черкесская Республика,426,5,176,113,2016,01
48,Республика Северная Осетия- Алания,789,9,222,174,2016,01
49,Чеченская Республика,1933,25,490,70,2016,01
50,Ставропольский край,3025,18,809,833,2016,01
51,Приволжский федеральный округ,28785,185,9108,8346,2016,01
52,Республика Башкортостан,4255,23,1277,1152,2016,01
53,Республика Марий Эл,736,5,185,159,2016,01
54,Республика Мордовия,630,2,238,187,2016,01
55,Республика Татарстан(Татарстан),4158,30,1212,1020,2016,01
56,Удмуртская Республика,1566,8,351,370,2016,01
57,Чувашская Республика(Чувашия),1248,5,340,280,2016,01
58,Пермский край,2873,17,833,801,2016,01
59,Кировская область,1182,7,328,443,2016,01
60,Hижегородская область,2837,18,1091,887,2016,01
61,Оренбургская область,2136,20,660,645,2016,01
62,Пензенская область,1100,6,389,329,2016,01
63,Самарская область,2828,21,1073,1033,2016,01
64,Саратовская область,2138,15,748,704,2016,01
65,Ульяновская область,1098,8,383,336,2016,01
66,Уральский федеральный округ,13220,102,4266,4176,2016,01
67,Курганская область,844,3,269,291,2016,01
68,Свердловская область,4523,43,1560,1349,2016,01
69,Тюменская область,4517,32,1302,1422,2016,01
70,Ханты-Мансийский авт.округ-Югра,1989,14,600,658,2016,01
71,Ямало-Hенецкий авт.округ,672,7,233,253,2016,01
72,Тюменская область без автономии,1856,11,469,511,2016,01
73,Челябинская область,3336,24,1135,1114,2016,01
74,Сибирский федеральный округ,19956,142,6360,6080,2016,01
75,Республика Алтай,298,2,70,64,2016,01
76,Республика Бурятия,1239,8,332,260,2016,01
77,Республика Тыва,562,6,167,32,2016,01
78,Республика Хакасия,567,2,156,187,2016,01
79,Алтайский край,2226,15,699,724,2016,01
80,Забайкальский край,1148,7,372,339,2016,01
81,Красноярский край,2961,27,1043,1023,2016,01
82,Иркутская область,2607,21,820,731,2016,01
83,Кемеровская область,2598,23,778,881,2016,01
84,Новосибирская область,2916,20,956,925,2016,01
85,Омская область,2039,9,656,602,2016,01
86,Томская область,795,2,311,312,2016,01
87,Дальневосточный федеральный округ,6534,50,2274,2249,2016,01
88,Республика Саха (Якутия),1205,5,257,303,2016,01
89,Камчатский край,319,3,137,143,2016,01
90,Приморский край,1843,15,709,662,2016,01
91,Хабаровский край,1510,13,543,473,2016,01
92,Амурская область,795,5,278,311,2016,01
93,Магаданская область,114,0,63,72,2016,01
94,Сахалинская область,515,3,207,207,2016,01
95,Еврейская автономная область,183,5,58,61,2016,01
96,Чукотский авт.округ,50,1,22,17,2016,01
97,Крымский федеральный округ,2173,18,904,516,2016,01
98,Республика Крым,1764,13,703,411,2016,01
99,г Севастополь,409,5,201,105,2016,01
