,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1415,11,610,541,2016,05
8,Брянская область,1132,8,355,470,2016,05
9,Владимирская область,1281,4,362,442,2016,05
10,Воронежская область,2063,11,901,800,2016,05
11,Ивановская область,974,6,309,357,2016,05
12,Калужская область,1082,7,352,356,2016,05
13,Костромская область,635,10,178,242,2016,05
14,Курская область,1060,8,467,399,2016,05
15,Липецкая область,1111,4,354,465,2016,05
16,Московская область,8014,43,3029,2722,2016,05
17,Орловская область,749,2,252,297,2016,05
18,Рязанская область,979,1,393,353,2016,05
19,Смоленская область,890,5,235,341,2016,05
20,Тамбовская область,842,4,302,312,2016,05
21,Тверская область,1153,9,427,443,2016,05
22,Тульская область,1250,9,533,547,2016,05
23,Ярославская область,1334,3,409,444,2016,05
24,г.Москва,12095,86,4660,3609,2016,05
26,Республика Карелия,662,3,182,248,2016,05
27,Республика Коми,946,11,279,332,2016,05
28,Архангельская область,1176,10,322,419,2016,05
29,Hенецкий авт.округ,58,1,12,14,2016,05
30,Архангельская область без автономии,1118,9,310,405,2016,05
31,Вологодская область,1423,11,276,371,2016,05
32,Калининградская область,999,3,344,413,2016,05
33,Ленинградская область,1466,3,483,574,2016,05
34,Мурманская область,686,1,308,367,2016,05
35,Новгородская область,619,3,211,225,2016,05
36,Псковская область,620,6,192,207,2016,05
37,г.Санкт-Петербург,6111,38,2612,2060,2016,05
39,Республика Адыгея,417,2,104,118,2016,05
40,Республика Калмыкия,279,3,43,95,2016,05
41,Краснодарский край,5449,29,2007,1939,2016,05
42,Астраханская область,1184,5,366,306,2016,05
43,Волгоградская область,2285,16,805,838,2016,05
44,Ростовская область,3826,28,1425,1432,2016,05
46,Республика Дагестан,4106,51,1302,421,2016,05
47,Республика Ингушетия,621,6,141,40,2016,05
48,Кабардино-Балкарская Республика,970,4,266,181,2016,05
49,Карачаево-Черкесская Республика,441,2,138,117,2016,05
50,Республика Северная Осетия- Алания,748,5,181,138,2016,05
51,Чеченская Республика,2378,31,655,86,2016,05
52,Ставропольский край,2725,27,779,794,2016,05
54,Республика Башкортостан,4730,34,924,1212,2016,05
55,Республика Марий Эл,827,7,150,222,2016,05
56,Республика Мордовия,637,4,196,201,2016,05
57,Республика Татарстан(Татарстан),4675,23,1072,1102,2016,05
58,Удмуртская Республика,1826,13,336,457,2016,05
59,Чувашская Республика(Чувашия),1460,7,345,332,2016,05
60,Пермский край,3323,11,655,898,2016,05
61,Кировская область,1469,9,309,439,2016,05
62,Hижегородская область,3271,33,1122,1151,2016,05
63,Оренбургская область,2246,15,531,733,2016,05
64,Пензенская область,1213,7,359,408,2016,05
65,Самарская область,3492,19,945,1105,2016,05
66,Саратовская область,2289,21,673,763,2016,05
67,Ульяновская область,1238,9,418,383,2016,05
69,Курганская область,961,3,267,342,2016,05
70,Свердловская область,5230,23,1289,1577,2016,05
71,Тюменская область,4897,24,1253,1569,2016,05
72,Ханты-Мансийский авт.округ-Югра,2229,11,602,776,2016,05
73,Ямало-Hенецкий авт.округ,709,4,209,255,2016,05
74,Тюменская область без автономии,1959,9,442,538,2016,05
75,Челябинская область,3752,16,1047,1256,2016,05
77,Республика Алтай,327,4,59,70,2016,05
78,Республика Бурятия,1281,10,162,294,2016,05
79,Республика Тыва,617,11,76,37,2016,05
80,Республика Хакасия,638,5,106,207,2016,05
81,Алтайский край,2298,15,546,781,2016,05
82,Забайкальский край,1371,11,257,387,2016,05
83,Красноярский край,3401,30,877,1159,2016,05
84,Иркутская область,3027,18,733,890,2016,05
85,Кемеровская область,2651,15,597,970,2016,05
86,Новосибирская область,3228,17,863,1176,2016,05
87,Омская область,2247,14,553,728,2016,05
88,Томская область,1238,9,295,406,2016,05
90,Республика Саха (Якутия),1210,6,254,350,2016,05
91,Камчатский край,339,2,119,165,2016,05
92,Приморский край,1890,16,606,774,2016,05
93,Хабаровский край,1286,5,453,547,2016,05
94,Амурская область,877,3,235,334,2016,05
95,Магаданская область,122,0,47,97,2016,05
96,Сахалинская область,559,2,172,219,2016,05
97,Еврейская автономная область,144,2,54,54,2016,05
98,Чукотский авт.округ,52,1,19,23,2016,05
100,Республика Крым,1662,11,611,476,2016,05
101,г Севастополь,392,2,200,150,2016,05
