,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1379,7,338,537,2016,04
8,Брянская область,1013,6,225,446,2016,04
9,Владимирская область,1224,9,331,481,2016,04
10,Воронежская область,1901,10,513,840,2016,04
11,Ивановская область,891,7,288,359,2016,04
12,Калужская область,990,9,322,380,2016,04
13,Костромская область,626,3,173,224,2016,04
14,Курская область,975,6,202,391,2016,04
15,Липецкая область,990,6,191,343,2016,04
16,Московская область,7895,32,2766,2962,2016,04
17,Орловская область,608,4,158,241,2016,04
18,Рязанская область,1016,5,236,406,2016,04
19,Смоленская область,796,7,287,359,2016,04
20,Тамбовская область,741,6,174,358,2016,04
21,Тверская область,1180,7,499,441,2016,04
22,Тульская область,1305,9,397,528,2016,04
23,Ярославская область,1181,4,436,413,2016,04
24,г.Москва,11728,75,5256,3854,2016,04
26,Республика Карелия,604,6,242,211,2016,04
27,Республика Коми,939,7,368,342,2016,04
28,Архангельская область,1164,3,497,384,2016,04
29,Hенецкий авт.округ,64,0,20,16,2016,04
31,Вологодская область,1258,7,412,409,2016,04
32,Калининградская область,942,5,516,417,2016,04
33,Ленинградская область,1279,8,586,600,2016,04
34,Мурманская область,742,2,460,392,2016,04
35,Новгородская область,615,2,268,249,2016,04
36,Псковская область,569,6,247,249,2016,04
37,г.Санкт-Петербург,6008,19,2963,2356,2016,04
39,Республика Адыгея,430,2,163,145,2016,04
40,Республика Калмыкия,282,1,158,75,2016,04
41,Краснодарский край,5635,31,2555,2280,2016,04
42,Астраханская область,1036,3,485,358,2016,04
43,Волгоградская область,2113,13,817,867,2016,04
44,Ростовская область,3711,17,1372,1550,2016,04
46,Республика Дагестан,3878,51,1481,451,2016,04
47,Республика Ингушетия,650,6,152,45,2016,04
48,Кабардино-Балкарская Республика,882,10,451,225,2016,04
49,Карачаево-Черкесская Республика,381,1,193,127,2016,04
50,Республика Северная Осетия- Алания,750,3,292,159,2016,04
51,Чеченская Республика,2065,31,662,107,2016,04
52,Ставропольский край,2759,27,806,927,2016,04
54,Республика Башкортостан,4424,25,1735,1315,2016,04
55,Республика Марий Эл,739,3,162,191,2016,04
56,Республика Мордовия,617,5,113,233,2016,04
57,Республика Татарстан(Татарстан),4330,27,1605,1213,2016,04
58,Удмуртская Республика,1550,10,537,406,2016,04
59,Чувашская Республика(Чувашия),1241,4,242,317,2016,04
60,Пермский край,2763,16,1155,891,2016,04
61,Кировская область,1200,8,435,424,2016,04
62,Hижегородская область,2927,20,699,1092,2016,04
63,Оренбургская область,2072,17,699,741,2016,04
64,Пензенская область,1065,6,265,414,2016,04
65,Самарская область,3087,17,1007,1254,2016,04
66,Саратовская область,2000,16,737,864,2016,04
67,Ульяновская область,1068,9,389,422,2016,04
69,Курганская область,810,7,421,332,2016,04
70,Свердловская область,4624,36,2198,1613,2016,04
71,Тюменская область,4466,14,1992,1692,2016,04
72,Ханты-Мансийский авт.округ-Югра,2049,6,935,840,2016,04
73,Ямало-Hенецкий авт.округ,639,1,328,276,2016,04
75,Челябинская область,3546,21,1529,1344,2016,04
77,Республика Алтай,324,5,79,71,2016,04
78,Республика Бурятия,1311,11,475,320,2016,04
79,Республика Тыва,605,4,128,35,2016,04
80,Республика Хакасия,620,6,233,204,2016,04
81,Алтайский край,2406,20,960,936,2016,04
82,Забайкальский край,1283,4,572,389,2016,04
83,Красноярский край,3221,18,1629,1180,2016,04
84,Иркутская область,2835,13,1262,976,2016,04
85,Кемеровская область,2649,22,1075,1109,2016,04
86,Новосибирская область,2990,24,1284,1059,2016,04
87,Омская область,2039,21,912,669,2016,04
88,Томская область,1078,11,468,390,2016,04
90,Республика Саха (Якутия),1207,9,625,362,2016,04
91,Камчатский край,313,1,196,180,2016,04
92,Приморский край,1761,12,1123,788,2016,04
93,Хабаровский край,1411,6,830,575,2016,04
94,Амурская область,767,2,397,352,2016,04
95,Магаданская область,129,0,82,74,2016,04
96,Сахалинская область,560,1,312,237,2016,04
97,Еврейская автономная область,171,2,111,75,2016,04
98,Чукотский авт.округ,55,1,28,17,2016,04
100,Республика Крым,1826,9,1015,518,2016,04
101,г Севастополь,471,1,314,159,2016,04
