,region,birth,death_children,marriage,divorce,year,month
6,Российская Федерация,181743,1017,131756,54695,2016,08
7,Центральный федеральный округ,43284,215,35710,14295,2016,08
8,Белгородская область,1663,6,1395,625,2016,08
9,Брянская область,1258,12,1191,543,2016,08
10,Владимирская область,1494,9,1311,477,2016,08
11,Воронежская область,2564,9,1980,916,2016,08
12,Ивановская область,1037,3,981,376,2016,08
13,Калужская область,1127,13,960,418,2016,08
14,Костромская область,747,8,620,259,2016,08
15,Курская область,1262,4,861,480,2016,08
16,Липецкая область,1227,9,922,433,2016,08
17,Московская область,8989,49,7038,2955,2016,08
18,Орловская область,813,5,646,306,2016,08
19,Рязанская область,1228,2,1000,426,2016,08
20,Смоленская область,961,5,878,403,2016,08
21,Тамбовская область,1015,2,882,342,2016,08
22,Тверская область,1324,8,1208,504,2016,08
23,Тульская область,1491,8,1327,556,2016,08
24,Ярославская область,1540,6,1314,495,2016,08
25,г.Москва,13544,57,11196,3781,2016,08
26,Северо-Западный федеральный округ,16295,69,14517,5535,2016,08
27,Республика Карелия,715,4,637,257,2016,08
28,Республика Коми,1019,4,622,339,2016,08
29,Архангельская область,1269,7,952,420,2016,08
30,Hенецкий авт.округ,69,0,18,17,2016,08
32,Вологодская область,1557,8,1101,408,2016,08
33,Калининградская область,1212,5,1008,507,2016,08
34,Ленинградская область,1654,9,1145,649,2016,08
35,Мурманская область,759,3,526,319,2016,08
36,Новгородская область,683,6,655,250,2016,08
37,Псковская область,702,3,618,281,2016,08
38,г.Санкт-Петербург,6725,20,7253,2105,2016,08
39,Южный федеральный округ,19891,133,12866,6345,2016,08
40,Республика Адыгея,519,3,264,164,2016,08
41,Республика Калмыкия,322,3,188,103,2016,08
42,Республика Крым,2338,14,1513,613,2016,08
43,Краснодарский край,7095,36,4470,2256,2016,08
44,Астраханская область,1390,10,814,398,2016,08
45,Волгоградская область,2842,20,1965,971,2016,08
46,Ростовская область,4882,45,3215,1635,2016,08
48,Северо-Кавказский федеральный округ,14746,123,6540,2080,2016,08
49,Республика Дагестан,4760,37,2240,480,2016,08
50,Республика Ингушетия,792,8,187,30,2016,08
51,Кабардино-Балкарская Республика,1210,7,567,196,2016,08
52,Карачаево-Черкесская Республика,497,4,265,129,2016,08
53,Республика Северная Осетия- Алания,935,10,338,140,2016,08
54,Чеченская Республика,2942,26,920,126,2016,08
55,Ставропольский край,3610,31,2023,979,2016,08
56,Приволжский федеральный округ,37310,180,27357,10514,2016,08
57,Республика Башкортостан,5497,20,3689,1517,2016,08
58,Республика Марий Эл,934,3,565,199,2016,08
59,Республика Мордовия,723,1,565,239,2016,08
60,Республика Татарстан(Татарстан),5177,25,4002,1099,2016,08
61,Удмуртская Республика,2040,11,1270,485,2016,08
62,Чувашская Республика(Чувашия),1631,5,986,384,2016,08
63,Пермский край,3608,24,2417,954,2016,08
64,Кировская область,1702,7,1085,484,2016,08
65,Hижегородская область,4001,20,3139,1180,2016,08
66,Оренбургская область,2587,18,1889,834,2016,08
67,Пензенская область,1306,5,1088,500,2016,08
68,Самарская область,4085,14,3159,1273,2016,08
69,Саратовская область,2577,18,2226,928,2016,08
70,Ульяновская область,1442,9,1277,438,2016,08
71,Уральский федеральный округ,17033,85,11198,5297,2016,08
72,Курганская область,1031,4,704,383,2016,08
73,Свердловская область,5948,38,4042,1857,2016,08
74,Тюменская область,5275,24,3180,1574,2016,08
75,Ханты-Мансийский авт.округ-Югра,2409,8,1328,733,2016,08
76,Ямало-Hенецкий авт.округ,685,5,356,209,2016,08
78,Челябинская область,4779,19,3272,1483,2016,08
79,Сибирский федеральный округ,25311,162,17805,7814,2016,08
80,Республика Алтай,346,4,210,78,2016,08
81,Республика Бурятия,1542,9,727,323,2016,08
82,Республика Тыва,716,5,226,49,2016,08
83,Республика Хакасия,768,9,497,203,2016,08
84,Алтайский край,2717,25,2058,1023,2016,08
85,Забайкальский край,1504,7,863,438,2016,08
86,Красноярский край,3709,24,2589,1243,2016,08
87,Иркутская область,3392,18,2342,1006,2016,08
88,Кемеровская область,3013,21,2467,1081,2016,08
89,Новосибирская область,3786,22,2882,1142,2016,08
90,Омская область,2418,14,1824,762,2016,08
91,Томская область,1400,4,1120,466,2016,08
92,Дальневосточный федеральный округ,7873,50,5763,2815,2016,08
93,Республика Саха (Якутия),1399,12,803,358,2016,08
94,Камчатский край,392,6,254,167,2016,08
95,Приморский край,2247,10,1930,847,2016,08
96,Хабаровский край,1725,9,1257,646,2016,08
97,Амурская область,1034,7,753,348,2016,08
98,Магаданская область,146,0,111,98,2016,08
99,Сахалинская область,645,2,469,248,2016,08
100,Еврейская автономная область,218,3,149,89,2016,08
101,Чукотский авт.округ,67,1,37,14,2016,08
