,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1366,4,443,599,2016,12
8,Брянская область,1032,6,424,513,2016,12
9,Владимирская область,1161,7,472,487,2016,12
10,Воронежская область,1904,11,677,840,2016,12
11,Ивановская область,895,3,435,385,2016,12
12,Калужская область,944,5,412,408,2016,12
13,Костромская область,605,6,239,244,2016,12
14,Курская область,933,10,363,413,2016,12
15,Липецкая область,1018,5,340,421,2016,12
16,Московская область,7953,27,3346,3154,2016,12
17,Орловская область,597,2,248,285,2016,12
18,Рязанская область,990,6,368,442,2016,12
19,Смоленская область,775,8,346,386,2016,12
20,Тамбовская область,758,1,274,381,2016,12
21,Тверская область,1131,7,576,481,2016,12
22,Тульская область,1158,10,554,555,2016,12
23,Ярославская область,1129,10,506,455,2016,12
24,г.Москва,11769,66,5443,4055,2016,12
26,Республика Карелия,573,5,321,266,2016,12
27,Республика Коми,897,9,457,351,2016,12
28,Архангельская область,1161,10,524,485,2016,12
29,Hенецкий авт.округ,82,0,28,20,2016,12
31,Вологодская область,1255,8,491,427,2016,12
32,Калининградская область,1017,9,504,431,2016,12
33,Ленинградская область,1251,6,656,597,2016,12
34,Мурманская область,631,1,488,377,2016,12
35,Новгородская область,612,0,309,234,2016,12
36,Псковская область,519,4,257,252,2016,12
37,г.Санкт-Петербург,5934,30,3105,2362,2016,12
39,Республика Адыгея,460,2,159,127,2016,12
40,Республика Калмыкия,279,4,109,77,2016,12
41,Республика Крым,1798,6,903,632,2016,12
42,Краснодарский край,6643,28,2543,2242,2016,12
43,Астраханская область,1039,7,466,376,2016,12
44,Волгоградская область,2176,16,877,894,2016,12
45,Ростовская область,4018,34,1571,1508,2016,12
48,Республика Дагестан,4621,64,1416,497,2016,12
49,Республика Ингушетия,643,4,166,36,2016,12
50,Кабардино-Балкарская Республика,964,2,357,183,2016,12
51,Карачаево-Черкесская Республика,424,2,206,119,2016,12
52,Республика Северная Осетия- Алания,841,3,268,165,2016,12
53,Чеченская Республика,2389,25,611,124,2016,12
54,Ставропольский край,2859,17,854,745,2016,12
56,Республика Башкортостан,4279,28,1745,1348,2016,12
57,Республика Марий Эл,726,3,215,229,2016,12
58,Республика Мордовия,631,0,143,232,2016,12
60,Удмуртская Республика,1558,8,515,503,2016,12
62,Пермский край,2811,19,1128,920,2016,12
63,Кировская область,1218,8,451,418,2016,12
64,Hижегородская область,2939,23,1020,1175,2016,12
65,Оренбургская область,1929,13,791,738,2016,12
66,Пензенская область,1051,7,372,469,2016,12
67,Самарская область,3110,12,1223,1221,2016,12
68,Саратовская область,2218,12,881,905,2016,12
69,Ульяновская область,1280,8,498,481,2016,12
71,Курганская область,793,6,340,328,2016,12
72,Свердловская область,4616,29,2134,1652,2016,12
73,Тюменская область,4570,15,1955,1661,2016,12
74,Ханты-Мансийский авт.округ-Югра,2085,9,928,795,2016,12
75,Ямало-Hенецкий авт.округ,653,0,370,258,2016,12
77,Челябинская область,3555,23,1440,1324,2016,12
79,Республика Алтай,291,3,100,95,2016,12
80,Республика Бурятия,1260,11,413,294,2016,12
81,Республика Тыва,604,6,148,53,2016,12
82,Республика Хакасия,558,9,220,250,2016,12
83,Алтайский край,2213,18,936,907,2016,12
84,Забайкальский край,1279,5,522,464,2016,12
85,Красноярский край,3108,17,1449,1240,2016,12
86,Иркутская область,2765,22,1227,1133,2016,12
87,Кемеровская область,2639,12,1181,1036,2016,12
88,Новосибирская область,2976,18,1324,1111,2016,12
89,Омская область,2028,13,918,680,2016,12
90,Томская область,1171,2,519,405,2016,12
92,Республика Саха (Якутия),1276,8,512,350,2016,12
93,Камчатский край,319,4,226,185,2016,12
94,Приморский край,1778,17,1004,782,2016,12
95,Хабаровский край,1451,6,814,564,2016,12
96,Амурская область,816,5,450,355,2016,12
97,Магаданская область,149,0,97,83,2016,12
98,Сахалинская область,549,2,328,290,2016,12
99,Еврейская автономная область,157,1,97,69,2016,12
100,Чукотский авт.округ,62,1,36,31,2016,12
