,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1056,5,524,553,2018,12
8,Брянская область,822,3,368,1213,2018,12
9,Владимирская область,888,1,408,148,2018,12
10,Воронежская область,1491,5,427,1875,2018,12
11,Ивановская область,671,5,420,346,2018,12
12,Калужская область,728,3,257,277,2018,12
13,Костромская область,468,3,180,193,2018,12
14,Курская область,689,2,286,339,2018,12
15,Липецкая область,783,4,189,281,2018,12
16,Московская область,5447,15,2562,7268,2018,12
17,Орловская область,502,3,262,284,2018,12
18,Рязанская область,754,4,268,970,2018,12
19,Смоленская область,593,1,287,300,2018,12
20,Тамбовская область,594,12,208,249,2018,12
21,Тверская область,863,6,403,827,2018,12
22,Тульская область,954,5,579,516,2018,12
23,Ярославская область,941,9,524,492,2018,12
24,г.Москва,10658,41,3485,1675,2018,12
26,Республика Карелия,462,2,299,247,2018,12
27,Республика Коми,645,4,241,733,2018,12
28,Архангельская область,824,7,502,790,2018,12
29,Hенецкий авт.округ,45,0,12,13,2018,12
30,Архангельская область без автономии,779,7,490,777,2018,12
31,Вологодская область,909,6,250,118,2018,12
32,Калининградская область,710,11,364,472,2018,12
33,Ленинградская область,1053,3,385,225,2018,12
34,Мурманская область,576,3,373,270,2018,12
35,Новгородская область,398,0,153,169,2018,12
36,Псковская область,448,0,182,71,2018,12
37,г.Санкт-Петербург,4846,11,1448,986,2018,12
39,Республика Адыгея,373,2,62,66,2018,12
40,Республика Калмыкия,228,2,79,80,2018,12
41,Республика Крым,1552,7,574,203,2018,12
42,Краснодарский край,4706,31,2212,5928,2018,12
43,Астраханская область,892,2,436,369,2018,12
44,Волгоградская область,1830,9,648,221,2018,12
45,Ростовская область,3303,20,1238,3201,2018,12
48,Республика Дагестан,3576,22,1066,300,2018,12
49,Республика Ингушетия,522,3,156,28,2018,12
50,Кабардино-Балкарская Республика,804,1,392,174,2018,12
51,Карачаево-Черкесская Республика,416,1,355,256,2018,12
52,Республика Северная Осетия- Алания,784,2,254,114,2018,12
53,Чеченская Республика,2522,19,393,16,2018,12
54,Ставропольский край,1859,24,434,1987,2018,12
56,Республика Башкортостан,3758,23,2414,2299,2018,12
57,Республика Марий Эл,522,6,79,143,2018,12
58,Республика Мордовия,539,2,63,354,2018,12
59,Республика Татарстан(Татарстан),3672,25,1742,1087,2018,12
60,Удмуртская Республика,1125,5,552,503,2018,12
61,Чувашская Республика(Чувашия),906,2,268,217,2018,12
62,Пермский край,2172,7,880,600,2018,12
63,Кировская область,977,3,382,288,2018,12
64,Hижегородская область,2433,17,805,622,2018,12
65,Оренбургская область,1629,9,813,706,2018,12
66,Пензенская область,882,5,329,931,2018,12
67,Самарская область,2510,12,973,2599,2018,12
68,Саратовская область,1586,10,664,669,2018,12
69,Ульяновская область,905,4,372,301,2018,12
71,Курганская область,595,7,355,316,2018,12
72,Свердловская область,3715,19,1403,1359,2018,12
73,Тюменская область,3838,14,1181,3197,2018,12
74,Ханты-Мансийский авт.округ-Югра,1677,8,512,1474,2018,12
75,Ямало-Hенецкий авт.округ,586,1,239,497,2018,12
76,Тюменская область без автономии,1575,5,430,1226,2018,12
77,Челябинская область,2813,7,1064,1050,2018,12
79,Республика Алтай,249,2,98,66,2018,12
80,Республика Тыва,533,4,180,144,2018,12
81,Республика Хакасия,443,3,528,521,2018,12
82,Алтайский край,1698,13,789,638,2018,12
83,Красноярский край,2543,15,1572,1146,2018,12
84,Иркутская область,2270,19,1515,1277,2018,12
85,Кемеровская область,1953,5,881,637,2018,12
86,Новосибирская область,2491,12,853,860,2018,12
87,Омская область,1526,12,608,474,2018,12
88,Томская область,926,3,336,103,2018,12
90,Республика Бурятия,1076,7,375,223,2018,12
91,Республика Саха (Якутия),969,8,374,741,2018,12
92,Забайкальский край,1031,13,553,402,2018,12
93,Камчатский край,220,1,115,56,2018,12
94,Приморский край,1554,10,1059,876,2018,12
95,Хабаровский край,1188,7,445,1200,2018,12
96,Амурская область,677,5,451,360,2018,12
97,Магаданская область,90,0,55,106,2018,12
98,Сахалинская область,449,2,282,237,2018,12
99,Еврейская автономная область,132,4,59,179,2018,12
100,Чукотский авт.округ,60,0,44,27,2018,12
