,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1199,2,376,576,2018,03
8,Брянская область,913,5,297,416,2018,03
9,Владимирская область,1100,6,352,444,2018,03
10,Воронежская область,1698,9,602,742,2018,03
11,Ивановская область,743,2,316,374,2018,03
12,Калужская область,864,6,373,391,2018,03
13,Костромская область,546,0,185,249,2018,03
14,Курская область,818,1,280,402,2018,03
15,Липецкая область,871,3,222,430,2018,03
16,Московская область,7334,26,2780,2883,2018,03
17,Орловская область,563,3,214,215,2018,03
18,Рязанская область,890,5,243,377,2018,03
19,Смоленская область,655,4,277,332,2018,03
20,Тамбовская область,684,0,183,356,2018,03
21,Тверская область,964,4,456,469,2018,03
22,Тульская область,992,1,398,518,2018,03
23,Ярославская область,1044,1,437,487,2018,03
24,г.Москва,10757,74,4524,4195,2018,03
26,Республика Карелия,507,6,271,236,2018,03
27,Республика Коми,723,3,420,327,2018,03
28,Архангельская область,976,5,483,484,2018,03
29,Hенецкий авт.округ,53,0,22,15,2018,03
30,Архангельская область без автономии,923,5,461,469,2018,03
31,Вологодская область,1065,2,396,435,2018,03
32,Калининградская область,887,1,534,451,2018,03
33,Ленинградская область,1051,3,601,668,2018,03
34,Мурманская область,606,2,438,354,2018,03
35,Новгородская область,488,4,203,227,2018,03
36,Псковская область,458,2,218,226,2018,03
37,г.Санкт-Петербург,5416,13,3009,2302,2018,03
39,Республика Адыгея,345,3,147,124,2018,03
40,Республика Калмыкия,269,1,66,84,2018,03
41,Республика Крым,1666,4,743,571,2018,03
42,Краснодарский край,5222,28,2473,2115,2018,03
43,Астраханская область,965,7,335,311,2018,03
44,Волгоградская область,1978,11,717,816,2018,03
45,Ростовская область,3269,22,1314,1378,2018,03
48,Республика Дагестан,3933,32,1269,398,2018,03
49,Республика Ингушетия,583,6,139,30,2018,03
50,Кабардино-Балкарская Республика,836,6,297,177,2018,03
51,Карачаево-Черкесская Республика,401,2,186,116,2018,03
52,Республика Северная Осетия- Алания,804,2,237,148,2018,03
53,Чеченская Республика,2159,19,493,64,2018,03
54,Ставропольский край,2509,18,785,813,2018,03
56,Республика Башкортостан,3881,23,1756,1282,2018,03
57,Республика Марий Эл,594,3,193,209,2018,03
58,Республика Мордовия,592,2,119,245,2018,03
59,Республика Татарстан(Татарстан),3857,20,1477,1156,2018,03
60,Удмуртская Республика,1412,10,521,485,2018,03
61,Чувашская Республика(Чувашия),1095,6,236,324,2018,03
62,Пермский край,2542,15,1163,990,2018,03
63,Кировская область,1040,6,412,450,2018,03
64,Hижегородская область,2624,14,706,1191,2018,03
65,Оренбургская область,1838,17,667,728,2018,03
66,Пензенская область,989,2,285,414,2018,03
67,Самарская область,2792,13,992,1186,2018,03
68,Саратовская область,1784,8,657,853,2018,03
69,Ульяновская область,1101,5,360,396,2018,03
71,Курганская область,772,6,350,339,2018,03
72,Свердловская область,4024,20,2369,1722,2018,03
73,Тюменская область,4263,19,1985,1778,2018,03
74,Ханты-Мансийский авт.округ-Югра,1860,10,979,863,2018,03
75,Ямало-Hенецкий авт.округ,625,3,343,287,2018,03
76,Тюменская область без автономии,1778,6,663,628,2018,03
77,Челябинская область,3102,18,1460,1373,2018,03
79,Республика Алтай,322,4,76,78,2018,03
80,Республика Бурятия,1189,5,430,302,2018,03
81,Республика Тыва,606,3,138,44,2018,03
82,Республика Хакасия,477,2,254,212,2018,03
83,Алтайский край,1896,10,863,825,2018,03
84,Забайкальский край,1136,12,514,463,2018,03
85,Красноярский край,2739,11,1561,1221,2018,03
86,Иркутская область,2531,28,1403,950,2018,03
87,Кемеровская область,2260,14,1100,1035,2018,03
88,Новосибирская область,2683,15,1237,1132,2018,03
89,Омская область,1818,16,917,717,2018,03
90,Томская область,961,3,447,383,2018,03
92,Республика Саха (Якутия),1104,2,589,355,2018,03
93,Камчатский край,250,0,211,135,2018,03
94,Приморский край,1662,6,1050,783,2018,03
95,Хабаровский край,1301,3,755,585,2018,03
96,Амурская область,771,7,368,370,2018,03
97,Магаданская область,95,1,95,83,2018,03
98,Сахалинская область,527,1,273,230,2018,03
99,Еврейская автономная область,134,3,77,61,2018,03
100,Чукотский авт.округ,60,1,22,22,2018,03
