,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1123,9,1117,525,2018,06
8,Брянская область,864,5,849,424,2018,06
9,Владимирская область,1112,15,935,424,2018,06
10,Воронежская область,1700,7,1681,802,2018,06
11,Ивановская область,744,1,672,323,2018,06
12,Калужская область,830,5,796,402,2018,06
13,Костромская область,553,2,405,191,2018,06
14,Курская область,840,5,775,401,2018,06
15,Липецкая область,892,4,703,401,2018,06
16,Московская область,7481,49,5786,2746,2018,06
17,Орловская область,510,5,539,271,2018,06
18,Рязанская область,874,10,748,390,2018,06
19,Смоленская область,654,2,647,342,2018,06
20,Тамбовская область,667,3,565,299,2018,06
21,Тверская область,972,4,889,464,2018,06
22,Тульская область,1055,6,957,532,2018,06
23,Ярославская область,942,5,971,366,2018,06
24,г.Москва,11128,58,9545,3702,2018,06
26,Республика Карелия,492,2,406,202,2018,06
27,Республика Коми,645,3,578,278,2018,06
28,Архангельская область,937,8,842,428,2018,06
29,Hенецкий авт.округ,44,0,32,15,2018,06
30,Архангельская область без автономии,893,8,810,413,2018,06
31,Вологодская область,956,10,792,343,2018,06
32,Калининградская область,862,0,770,360,2018,06
33,Ленинградская область,1108,3,847,635,2018,06
34,Мурманская область,614,2,548,303,2018,06
35,Новгородская область,505,1,388,213,2018,06
36,Псковская область,460,4,457,247,2018,06
37,г.Санкт-Петербург,5418,18,5733,2098,2018,06
39,Республика Адыгея,373,1,235,134,2018,06
40,Республика Калмыкия,239,1,139,80,2018,06
41,Республика Крым,1620,8,1404,534,2018,06
42,Краснодарский край,5185,29,4389,2058,2018,06
43,Астраханская область,912,5,513,335,2018,06
44,Волгоградская область,2020,11,1433,762,2018,06
45,Ростовская область,3296,13,2921,1361,2018,06
48,Республика Дагестан,3809,32,1056,395,2018,06
49,Республика Ингушетия,546,2,136,25,2018,06
50,Кабардино-Балкарская Республика,813,2,323,181,2018,06
51,Карачаево-Черкесская Республика,374,3,195,147,2018,06
52,Республика Северная Осетия- Алания,670,6,268,159,2018,06
53,Чеченская Республика,2115,13,568,87,2018,06
54,Ставропольский край,2601,14,1587,826,2018,06
56,Республика Башкортостан,3821,24,2879,1182,2018,06
57,Республика Марий Эл,580,5,384,204,2018,06
58,Республика Мордовия,589,0,304,214,2018,06
59,Республика Татарстан(Татарстан),4021,17,2387,1086,2018,06
60,Удмуртская Республика,1354,12,941,406,2018,06
61,Чувашская Республика(Чувашия),1106,3,624,294,2018,06
62,Пермский край,2407,10,1837,879,2018,06
63,Кировская область,1016,11,762,381,2018,06
64,Hижегородская область,2573,10,1931,1036,2018,06
65,Оренбургская область,1765,7,1321,734,2018,06
66,Пензенская область,965,2,738,419,2018,06
67,Самарская область,2748,4,2229,1115,2018,06
68,Саратовская область,1657,6,1596,868,2018,06
69,Ульяновская область,978,6,797,357,2018,06
71,Курганская область,688,6,545,292,2018,06
72,Свердловская область,4044,13,3304,1484,2018,06
73,Тюменская область,4192,14,3110,1493,2018,06
74,Ханты-Мансийский авт.округ-Югра,1832,3,1447,706,2018,06
75,Ямало-Hенецкий авт.округ,608,5,409,229,2018,06
76,Тюменская область без автономии,1752,6,1254,558,2018,06
77,Челябинская область,3080,24,2557,1242,2018,06
79,Республика Алтай,313,2,134,74,2018,06
80,Республика Бурятия,1158,3,677,258,2018,06
81,Республика Тыва,512,6,161,41,2018,06
82,Республика Хакасия,544,5,371,194,2018,06
83,Алтайский край,2028,16,1620,849,2018,06
84,Забайкальский край,1160,11,590,372,2018,06
85,Красноярский край,2803,16,2414,1055,2018,06
86,Иркутская область,2477,19,1888,966,2018,06
87,Кемеровская область,2269,16,2239,930,2018,06
88,Новосибирская область,2670,16,2254,1021,2018,06
89,Омская область,1772,11,1475,766,2018,06
90,Томская область,969,3,928,319,2018,06
92,Республика Саха (Якутия),1127,6,724,335,2018,06
93,Камчатский край,269,3,239,145,2018,06
94,Приморский край,1529,5,1559,735,2018,06
95,Хабаровский край,1209,7,1085,551,2018,06
96,Амурская область,694,0,643,321,2018,06
97,Магаданская область,98,2,144,54,2018,06
98,Сахалинская область,481,1,386,209,2018,06
99,Еврейская автономная область,163,0,109,79,2018,06
100,Чукотский авт.округ,41,1,27,14,2018,06
