,region,birth,death_children,marriage,divorce,year,month
6,Белгородская область,1299,3,763,564,2018,10
8,Владимирская область,1096,4,422,171,2018,10
11,Калужская область,887,5,472,389,2018,10
13,Курская область,981,7,493,439,2018,10
14,Липецкая область,1023,6,579,407,2018,10
15,Московская область,6894,23,1925,1315,2018,10
16,Орловская область,667,3,370,275,2018,10
17,Рязанская область,844,5,355,128,2018,10
18,Смоленская область,694,2,412,374,2018,10
20,Тверская область,1043,3,306,189,2018,10
22,Ярославская область,1186,5,550,459,2018,10
23,г.Москва,11715,34,6469,4290,2018,10
26,Республика Коми,781,4,366,321,2018,10
31,Калининградская область,872,8,322,405,2018,10
32,Ленинградская область,1313,3,384,296,2018,10
33,Мурманская область,690,1,295,152,2018,10
35,Псковская область,566,2,262,274,2018,10
38,Республика Адыгея,428,2,210,151,2018,10
39,Республика Калмыкия,271,3,113,97,2018,10
40,Республика Крым,1901,5,609,271,2018,10
41,Краснодарский край,5935,9,2535,752,2018,10
42,Астраханская область,1152,5,577,356,2018,10
43,Волгоградская область,2098,8,571,295,2018,10
47,Республика Дагестан,3445,21,959,302,2018,10
48,Республика Ингушетия,712,3,156,25,2018,10
53,Ставропольский край,2591,0,692,264,2018,10
55,Республика Башкортостан,4202,18,1697,1264,2018,10
56,Республика Марий Эл,719,2,263,224,2018,10
57,Республика Мордовия,505,1,188,70,2018,10
60,Чувашская Республика(Чувашия),1197,4,464,337,2018,10
61,Пермский край,2587,5,787,393,2018,10
64,Оренбургская область,2039,11,999,772,2018,10
65,Пензенская область,1047,3,509,490,2018,10
66,Самарская область,3045,5,899,499,2018,10
67,Саратовская область,1935,11,1110,857,2018,10
70,Курганская область,794,1,386,375,2018,10
71,Свердловская область,4645,21,2046,1888,2018,10
72,Тюменская область,4572,14,2057,1624,2018,10
75,Тюменская область без автономии,1892,10,854,626,2018,10
76,Челябинская область,3297,12,1651,1437,2018,10
78,Республика Алтай,302,0,72,24,2018,10
80,Республика Тыва,567,4,67,17,2018,10
81,Республика Хакасия,588,0,125,75,2018,10
83,Забайкальский край,1284,5,610,474,2018,10
85,Иркутская область,2805,12,1306,1142,2018,10
86,Кемеровская область,2369,10,823,369,2018,10
87,Новосибирская область,2981,10,511,691,2018,10
88,Омская область,1920,9,598,291,2018,10
89,Томская область,1046,7,264,155,2018,10
91,Республика Саха (Якутия),1017,1,296,88,2018,10
92,Камчатский край,335,2,187,159,2018,10
93,Приморский край,1851,11,1338,883,2018,10
94,Хабаровский край,1356,7,360,175,2018,10
95,Амурская область,833,3,408,342,2018,10
96,Магаданская область,126,0,42,23,2018,10
97,Сахалинская область,610,1,314,245,2018,10
98,Еврейская автономная область,160,1,60,22,2018,10
99,Чукотский авт.округ,49,1,25,22,2018,10
