,region,birth,death_children,marriage,divorce,year,month
6,Белгородская область,1136,3,889,522,2018,04
7,Брянская область,868,1,651,393,2018,04
8,Владимирская область,1001,8,668,457,2018,04
9,Воронежская область,1619,11,1442,740,2018,04
10,Ивановская область,700,3,470,337,2018,04
11,Калужская область,849,2,572,361,2018,04
12,Костромская область,503,1,324,218,2018,04
13,Курская область,747,7,662,384,2018,04
14,Липецкая область,847,2,705,354,2018,04
15,Московская область,6449,32,4686,2621,2018,04
16,Орловская область,508,4,419,239,2018,04
17,Рязанская область,756,1,688,427,2018,04
18,Смоленская область,638,4,436,355,2018,04
19,Тамбовская область,683,2,544,387,2018,04
20,Тверская область,904,6,626,408,2018,04
21,Тульская область,967,1,818,470,2018,04
22,Ярославская область,964,4,580,426,2018,04
23,г.Москва,10409,75,7564,3644,2018,04
25,Республика Карелия,506,1,280,198,2018,04
26,Республика Коми,749,4,397,322,2018,04
27,Архангельская область,879,2,517,399,2018,04
28,Hенецкий авт.округ,37,0,21,16,2018,04
29,Архангельская область без автономии,842,2,496,383,2018,04
30,Вологодская область,993,7,516,400,2018,04
31,Калининградская область,838,1,601,413,2018,04
32,Ленинградская область,1099,7,624,644,2018,04
33,Мурманская область,598,3,449,350,2018,04
34,Новгородская область,514,3,277,217,2018,04
35,Псковская область,483,2,295,206,2018,04
36,г.Санкт-Петербург,4915,22,3818,2182,2018,04
38,Республика Адыгея,317,0,229,141,2018,04
39,Республика Калмыкия,235,3,117,79,2018,04
40,Республика Крым,1363,4,1084,503,2018,04
41,Краснодарский край,4610,26,3753,2047,2018,04
42,Астраханская область,836,6,632,311,2018,04
43,Волгоградская область,1678,9,1371,741,2018,04
44,Ростовская область,2956,11,2530,1302,2018,04
47,Республика Дагестан,3722,30,1177,378,2018,04
48,Республика Ингушетия,606,5,139,43,2018,04
49,Кабардино-Балкарская Республика,805,5,399,180,2018,04
50,Карачаево-Черкесская Республика,364,5,206,142,2018,04
51,Республика Северная Осетия- Алания,603,4,320,156,2018,04
52,Чеченская Республика,2118,17,542,80,2018,04
53,Ставропольский край,2207,23,1487,780,2018,04
55,Республика Башкортостан,3676,22,1842,1259,2018,04
56,Республика Марий Эл,593,3,253,182,2018,04
57,Республика Мордовия,496,2,396,207,2018,04
58,Республика Татарстан(Татарстан),3719,16,1798,1118,2018,04
59,Удмуртская Республика,1378,5,598,394,2018,04
60,Чувашская Республика(Чувашия),1023,5,483,279,2018,04
61,Пермский край,2416,15,1312,919,2018,04
62,Кировская область,1037,6,516,404,2018,04
63,Hижегородская область,2393,18,1891,1038,2018,04
64,Оренбургская область,1656,12,1088,651,2018,04
65,Пензенская область,835,3,638,393,2018,04
66,Самарская область,2415,11,1703,1143,2018,04
67,Саратовская область,1713,8,1141,766,2018,04
68,Ульяновская область,936,5,639,379,2018,04
70,Курганская область,685,6,408,317,2018,04
71,Свердловская область,4084,21,2331,1665,2018,04
72,Тюменская область,3973,16,2257,1594,2018,04
73,Ханты-Мансийский авт.округ-Югра,1801,5,1135,755,2018,04
74,Ямало-Hенецкий авт.округ,579,6,372,249,2018,04
75,Тюменская область без автономии,1593,5,750,590,2018,04
76,Челябинская область,3023,17,1748,1299,2018,04
78,Республика Алтай,285,3,109,57,2018,04
79,Республика Бурятия,1091,8,500,307,2018,04
80,Республика Тыва,506,9,117,51,2018,04
81,Республика Хакасия,482,3,264,171,2018,04
82,Алтайский край,1785,11,1017,801,2018,04
83,Забайкальский край,1046,5,621,383,2018,04
84,Красноярский край,2551,16,1595,1163,2018,04
85,Иркутская область,2397,13,1365,943,2018,04
86,Кемеровская область,2026,11,1210,980,2018,04
87,Новосибирская область,2494,12,1441,1142,2018,04
88,Омская область,1606,12,977,671,2018,04
89,Томская область,880,7,508,391,2018,04
91,Республика Саха (Якутия),960,9,547,304,2018,04
92,Камчатский край,289,2,191,147,2018,04
93,Приморский край,1501,6,1189,815,2018,04
94,Хабаровский край,1124,4,770,540,2018,04
95,Амурская область,620,2,515,342,2018,04
96,Магаданская область,121,1,99,66,2018,04
97,Сахалинская область,416,1,246,225,2018,04
98,Еврейская автономная область,149,1,87,52,2018,04
99,Чукотский авт.округ,57,1,32,26,2018,04
