,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1035,2,991,539,2017,04
8,Брянская область,797,6,646,426,2017,04
9,Владимирская область,1000,10,762,452,2017,04
10,Воронежская область,1599,9,1456,760,2017,04
11,Ивановская область,744,3,499,353,2017,04
12,Калужская область,801,3,609,412,2017,04
13,Костромская область,478,4,292,200,2017,04
14,Курская область,747,5,635,395,2017,04
15,Липецкая область,820,3,748,371,2017,04
16,Московская область,6604,29,5063,2833,2017,04
17,Орловская область,492,4,429,231,2017,04
18,Рязанская область,812,9,703,405,2017,04
19,Смоленская область,633,4,530,340,2017,04
20,Тамбовская область,640,2,525,330,2017,04
21,Тверская область,921,7,673,465,2017,04
22,Тульская область,1028,4,923,540,2017,04
23,Ярославская область,962,4,636,392,2017,04
24,г.Москва,10463,68,7576,3918,2017,04
26,Республика Карелия,507,4,262,224,2017,04
27,Республика Коми,694,6,423,355,2017,04
28,Архангельская область,975,8,555,380,2017,04
29,Hенецкий авт.округ,62,1,19,8,2017,04
30,Архангельская область без автономии,913,7,536,372,2017,04
31,Вологодская область,1095,10,488,409,2017,04
32,Калининградская область,821,7,630,383,2017,04
33,Ленинградская область,1180,7,633,643,2017,04
34,Мурманская область,579,2,503,351,2017,04
35,Новгородская область,496,3,354,208,2017,04
36,Псковская область,453,3,367,232,2017,04
37,г.Санкт-Петербург,5285,27,3778,2097,2017,04
39,Республика Адыгея,332,2,232,140,2017,04
40,Республика Калмыкия,239,0,169,99,2017,04
41,Республика Крым,1470,7,1246,558,2017,04
42,Краснодарский край,4483,17,3893,2043,2017,04
43,Астраханская область,851,9,758,336,2017,04
44,Волгоградская область,1731,7,1543,819,2017,04
45,Ростовская область,2972,22,2778,1439,2017,04
48,Республика Дагестан,3586,36,1287,386,2017,04
49,Республика Ингушетия,577,6,158,33,2017,04
50,Кабардино-Балкарская Республика,818,5,441,186,2017,04
51,Карачаево-Черкесская Республика,396,3,197,128,2017,04
52,Республика Северная Осетия- Алания,663,6,308,168,2017,04
53,Чеченская Республика,2144,18,554,100,2017,04
54,Ставропольский край,2278,25,1524,776,2017,04
56,Республика Башкортостан,3743,43,2145,1225,2017,04
57,Республика Марий Эл,623,8,296,184,2017,04
58,Республика Мордовия,479,2,421,203,2017,04
59,Республика Татарстан(Татарстан),3636,22,1988,1070,2017,04
60,Удмуртская Республика,1350,4,706,390,2017,04
61,Чувашская Республика(Чувашия),1021,4,499,295,2017,04
62,Пермский край,2413,5,1373,940,2017,04
63,Кировская область,1045,8,496,371,2017,04
64,Hижегородская область,2490,14,1845,1114,2017,04
65,Оренбургская область,1701,12,1149,651,2017,04
66,Пензенская область,831,3,715,392,2017,04
67,Самарская область,2492,12,1806,1140,2017,04
68,Саратовская область,1678,9,1243,769,2017,04
69,Ульяновская область,934,7,672,407,2017,04
71,Курганская область,737,6,437,321,2017,04
72,Свердловская область,4116,17,2446,1496,2017,04
73,Тюменская область,4007,21,2541,1649,2017,04
74,Ханты-Мансийский авт.округ-Югра,1808,12,1194,815,2017,04
75,Ямало-Hенецкий авт.округ,615,3,465,289,2017,04
76,Тюменская область без автономии,1584,6,882,545,2017,04
77,Челябинская область,3134,18,1871,1257,2017,04
79,Республика Алтай,272,3,100,67,2017,04
80,Республика Бурятия,1128,10,544,270,2017,04
81,Республика Тыва,539,3,144,42,2017,04
82,Республика Хакасия,540,1,322,188,2017,04
83,Алтайский край,1947,16,1068,905,2017,04
84,Забайкальский край,1026,5,655,392,2017,04
85,Красноярский край,2647,15,1744,1110,2017,04
86,Иркутская область,2428,14,1566,889,2017,04
87,Кемеровская область,2155,20,1358,1009,2017,04
88,Новосибирская область,2569,16,1522,1085,2017,04
89,Омская область,1790,14,1144,653,2017,04
90,Томская область,945,3,497,386,2017,04
92,Республика Саха (Якутия),1021,5,580,310,2017,04
93,Камчатский край,261,3,196,164,2017,04
94,Приморский край,1632,7,1288,759,2017,04
95,Хабаровский край,1213,9,836,557,2017,04
96,Амурская область,686,2,468,317,2017,04
97,Магаданская область,115,0,94,63,2017,04
98,Сахалинская область,475,0,299,246,2017,04
99,Еврейская автономная область,141,2,112,75,2017,04
100,Чукотский авт.округ,41,1,38,20,2017,04
