,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1226,7,346,540,2017,05
8,Брянская область,1016,12,270,457,2017,05
9,Владимирская область,1083,4,270,513,2017,05
10,Воронежская область,1834,5,665,774,2017,05
11,Ивановская область,797,1,217,332,2017,05
12,Калужская область,945,3,281,397,2017,05
13,Костромская область,549,4,156,252,2017,05
14,Курская область,894,7,303,418,2017,05
15,Липецкая область,940,1,271,428,2017,05
16,Московская область,7551,31,2364,3013,2017,05
17,Орловская область,605,2,186,294,2017,05
18,Рязанская область,958,4,286,420,2017,05
19,Смоленская область,775,8,219,354,2017,05
20,Тамбовская область,712,3,204,352,2017,05
21,Тверская область,1121,2,388,485,2017,05
22,Тульская область,1097,9,369,521,2017,05
23,Ярославская область,1161,2,330,472,2017,05
24,г.Москва,11446,97,3963,3887,2017,05
26,Республика Карелия,605,2,172,222,2017,05
27,Республика Коми,861,1,242,358,2017,05
28,Архангельская область,1071,4,308,419,2017,05
29,Hенецкий авт.округ,58,1,12,19,2017,05
30,Архангельская область без автономии,1013,3,296,400,2017,05
31,Вологодская область,1208,7,293,387,2017,05
32,Калининградская область,879,6,298,410,2017,05
33,Ленинградская область,1373,6,399,601,2017,05
34,Мурманская область,711,4,317,353,2017,05
35,Новгородская область,512,3,169,217,2017,05
36,Псковская область,525,5,146,260,2017,05
37,г.Санкт-Петербург,5678,19,2614,2081,2017,05
39,Республика Адыгея,380,3,94,133,2017,05
40,Республика Калмыкия,225,2,43,83,2017,05
41,Республика Крым,1643,13,525,613,2017,05
42,Краснодарский край,5016,26,1860,2124,2017,05
43,Астраханская область,985,9,266,363,2017,05
44,Волгоградская область,2048,13,651,897,2017,05
45,Ростовская область,3486,23,1153,1514,2017,05
48,Республика Дагестан,3838,38,1195,363,2017,05
49,Республика Ингушетия,640,5,158,29,2017,05
50,Кабардино-Балкарская Республика,896,5,253,187,2017,05
51,Карачаево-Черкесская Республика,426,5,144,108,2017,05
52,Республика Северная Осетия- Алания,718,2,190,160,2017,05
53,Чеченская Республика,2162,19,554,93,2017,05
54,Ставропольский край,2549,25,594,879,2017,05
56,Республика Башкортостан,4217,47,952,1342,2017,05
57,Республика Марий Эл,711,2,141,228,2017,05
58,Республика Мордовия,535,1,151,227,2017,05
59,Республика Татарстан(Татарстан),4005,15,899,1137,2017,05
60,Удмуртская Республика,1558,7,330,434,2017,05
61,Чувашская Республика(Чувашия),1122,6,262,306,2017,05
62,Пермский край,2752,20,680,898,2017,05
63,Кировская область,1120,3,311,453,2017,05
64,Hижегородская область,2944,15,835,1158,2017,05
65,Оренбургская область,1955,14,454,686,2017,05
66,Пензенская область,1021,8,254,502,2017,05
67,Самарская область,2785,14,729,1162,2017,05
68,Саратовская область,2055,14,497,847,2017,05
69,Ульяновская область,1076,7,303,385,2017,05
71,Курганская область,822,4,198,324,2017,05
72,Свердловская область,4612,21,1109,1704,2017,05
73,Тюменская область,4483,27,1234,1707,2017,05
74,Ханты-Мансийский авт.округ-Югра,2011,9,619,832,2017,05
75,Ямало-Hенецкий авт.округ,705,7,198,254,2017,05
76,Тюменская область без автономии,1767,11,417,621,2017,05
77,Челябинская область,3454,22,748,1418,2017,05
79,Республика Алтай,331,3,60,75,2017,05
80,Республика Бурятия,1189,12,193,316,2017,05
81,Республика Тыва,609,6,130,31,2017,05
82,Республика Хакасия,610,3,129,204,2017,05
83,Алтайский край,2297,15,535,938,2017,05
84,Забайкальский край,1281,9,245,397,2017,05
85,Красноярский край,3170,23,826,1170,2017,05
86,Иркутская область,2771,19,752,989,2017,05
87,Кемеровская область,2405,24,545,1024,2017,05
88,Новосибирская область,3060,11,769,1087,2017,05
89,Омская область,1916,14,530,738,2017,05
90,Томская область,1090,2,240,398,2017,05
92,Республика Саха (Якутия),1277,6,286,349,2017,05
93,Камчатский край,335,2,138,155,2017,05
94,Приморский край,1766,13,508,817,2017,05
95,Хабаровский край,1360,9,434,613,2017,05
96,Амурская область,787,8,233,341,2017,05
97,Магаданская область,143,0,55,84,2017,05
98,Сахалинская область,526,1,186,234,2017,05
99,Еврейская автономная область,166,2,36,63,2017,05
100,Чукотский авт.округ,69,0,29,19,2017,05
