,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1322,4,1820,573,2017,07
8,Брянская область,1064,12,1399,458,2017,07
9,Владимирская область,1198,8,1674,466,2017,07
10,Воронежская область,1976,8,2688,737,2017,07
11,Ивановская область,890,3,1096,336,2017,07
12,Калужская область,959,2,1253,375,2017,07
13,Костромская область,614,5,646,233,2017,07
14,Курская область,939,6,1212,417,2017,07
15,Липецкая область,1052,3,1278,413,2017,07
16,Московская область,8034,22,8724,2868,2017,07
17,Орловская область,653,5,902,287,2017,07
18,Рязанская область,931,4,1349,384,2017,07
19,Смоленская область,797,2,1034,366,2017,07
20,Тамбовская область,796,2,1068,356,2017,07
21,Тверская область,1137,3,1369,476,2017,07
22,Тульская область,1138,9,1753,486,2017,07
23,Ярославская область,1145,6,1432,449,2017,07
24,г.Москва,12203,64,12228,3578,2017,07
26,Республика Карелия,586,3,655,221,2017,07
27,Республика Коми,842,3,821,310,2017,07
28,Архангельская область,1048,7,1239,357,2017,07
29,Hенецкий авт.округ,59,0,29,4,2017,07
30,Архангельская область без автономии,989,7,1210,353,2017,07
31,Вологодская область,1234,14,1145,420,2017,07
32,Калининградская область,895,3,1111,428,2017,07
33,Ленинградская область,1335,3,1245,632,2017,07
34,Мурманская область,637,5,648,284,2017,07
35,Новгородская область,613,6,688,245,2017,07
36,Псковская область,490,1,696,249,2017,07
37,г.Санкт-Петербург,6125,13,7184,2092,2017,07
39,Республика Адыгея,395,3,298,155,2017,07
40,Республика Калмыкия,247,1,136,74,2017,07
41,Республика Крым,1840,10,1591,597,2017,07
42,Краснодарский край,5827,23,5010,1994,2017,07
43,Астраханская область,981,5,780,347,2017,07
44,Волгоградская область,2239,9,2161,837,2017,07
45,Ростовская область,3718,29,3617,1439,2017,07
48,Республика Дагестан,4153,37,1533,363,2017,07
49,Республика Ингушетия,781,6,179,32,2017,07
50,Кабардино-Балкарская Республика,1018,3,544,225,2017,07
51,Карачаево-Черкесская Республика,436,2,262,95,2017,07
52,Республика Северная Осетия- Алания,792,2,379,153,2017,07
53,Чеченская Республика,3286,29,710,100,2017,07
54,Ставропольский край,2744,21,2034,869,2017,07
56,Республика Башкортостан,4200,36,4450,1221,2017,07
57,Республика Марий Эл,733,5,613,212,2017,07
58,Республика Мордовия,610,5,753,196,2017,07
59,Республика Татарстан(Татарстан),4145,22,4366,1173,2017,07
60,Удмуртская Республика,1499,11,1502,459,2017,07
61,Чувашская Республика(Чувашия),1276,6,1174,297,2017,07
62,Пермский край,2930,9,2984,925,2017,07
63,Кировская область,1209,3,1104,438,2017,07
64,Hижегородская область,3069,15,3975,1120,2017,07
65,Оренбургская область,1990,18,2074,706,2017,07
66,Пензенская область,1069,3,1269,462,2017,07
67,Самарская область,2920,8,3702,1125,2017,07
68,Саратовская область,1945,1,2392,823,2017,07
69,Ульяновская область,1054,3,1341,392,2017,07
71,Курганская область,821,2,756,351,2017,07
72,Свердловская область,4709,18,5032,1720,2017,07
73,Тюменская область,4601,16,4071,1559,2017,07
74,Ханты-Мансийский авт.округ-Югра,2116,9,1913,715,2017,07
75,Ямало-Hенецкий авт.округ,573,2,538,203,2017,07
76,Тюменская область без автономии,1912,5,1620,641,2017,07
77,Челябинская область,3343,13,3989,1387,2017,07
79,Республика Алтай,275,4,247,78,2017,07
80,Республика Бурятия,1239,8,890,288,2017,07
81,Республика Тыва,572,6,330,47,2017,07
82,Республика Хакасия,583,2,595,203,2017,07
83,Алтайский край,2115,19,2405,911,2017,07
84,Забайкальский край,1223,3,1001,429,2017,07
85,Красноярский край,3082,20,3387,1176,2017,07
86,Иркутская область,2731,23,2933,996,2017,07
87,Кемеровская область,2389,14,2725,983,2017,07
88,Новосибирская область,3058,21,2879,1074,2017,07
89,Омская область,1943,16,1950,747,2017,07
90,Томская область,1139,8,1369,395,2017,07
92,Республика Саха (Якутия),1194,4,830,363,2017,07
93,Камчатский край,319,2,263,139,2017,07
94,Приморский край,1752,14,1946,672,2017,07
95,Хабаровский край,1386,5,1283,583,2017,07
96,Амурская область,835,3,827,337,2017,07
97,Магаданская область,133,0,123,61,2017,07
98,Сахалинская область,537,2,516,224,2017,07
99,Еврейская автономная область,165,3,149,72,2017,07
100,Чукотский авт.округ,53,0,35,24,2017,07
