,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1243,12,564,541,2017,01
8,Брянская область,939,11,376,426,2017,01
9,Владимирская область,1135,8,425,459,2017,01
10,Воронежская область,1768,7,817,785,2017,01
11,Ивановская область,771,2,298,290,2017,01
12,Калужская область,905,8,360,331,2017,01
13,Костромская область,525,3,206,207,2017,01
14,Курская область,867,6,421,357,2017,01
15,Липецкая область,949,2,430,352,2017,01
16,Московская область,6697,31,2806,2451,2017,01
17,Орловская область,544,1,263,254,2017,01
18,Рязанская область,880,1,433,352,2017,01
19,Смоленская область,646,2,286,327,2017,01
20,Тамбовская область,764,1,337,310,2017,01
21,Тверская область,978,3,459,442,2017,01
23,Ярославская область,1119,3,403,402,2017,01
24,г.Москва,10429,54,4112,3461,2017,01
26,Республика Карелия,512,2,215,210,2017,01
27,Республика Коми,844,6,315,363,2017,01
28,Архангельская область,958,3,415,416,2017,01
29,Hенецкий авт.округ,53,1,11,17,2017,01
30,Архангельская область без автономии,905,2,404,399,2017,01
31,Вологодская область,1070,4,360,351,2017,01
32,Калининградская область,895,3,378,405,2017,01
33,Ленинградская область,1194,9,534,626,2017,01
34,Мурманская область,640,3,336,286,2017,01
35,Новгородская область,435,0,259,218,2017,01
36,Псковская область,494,1,191,206,2017,01
37,г.Санкт-Петербург,5324,19,2314,2016,2017,01
39,Республика Адыгея,406,5,104,119,2017,01
40,Республика Калмыкия,240,1,61,84,2017,01
41,Республика Крым,1675,13,670,415,2017,01
42,Краснодарский край,5514,20,1900,2026,2017,01
43,Астраханская область,1077,3,304,320,2017,01
44,Волгоградская область,2055,6,761,815,2017,01
45,Ростовская область,3406,33,1313,1486,2017,01
48,Республика Дагестан,4178,40,1049,375,2017,01
49,Республика Ингушетия,681,5,144,26,2017,01
50,Кабардино-Балкарская Республика,918,3,311,195,2017,01
51,Карачаево-Черкесская Республика,419,4,158,122,2017,01
52,Республика Северная Осетия- Алания,740,2,201,116,2017,01
53,Чеченская Республика,2503,28,607,78,2017,01
54,Ставропольский край,2648,24,872,816,2017,01
56,Республика Башкортостан,3991,14,1362,1214,2017,01
57,Республика Марий Эл,655,3,203,203,2017,01
58,Республика Мордовия,589,3,255,187,2017,01
59,Республика Татарстан(Татарстан),3674,24,1351,1110,2017,01
60,Удмуртская Республика,1548,11,479,405,2017,01
61,Чувашская Республика(Чувашия),1113,3,350,318,2017,01
62,Пермский край,2640,16,968,870,2017,01
63,Кировская область,1135,6,307,443,2017,01
64,Hижегородская область,2792,16,1123,1018,2017,01
65,Оренбургская область,1980,14,697,653,2017,01
66,Пензенская область,976,5,392,397,2017,01
67,Самарская область,2744,16,1015,1031,2017,01
68,Саратовская область,1869,16,692,762,2017,01
69,Ульяновская область,1031,8,389,367,2017,01
71,Курганская область,818,4,302,297,2017,01
72,Свердловская область,4586,30,1518,1575,2017,01
73,Тюменская область,4332,11,1467,1505,2017,01
74,Ханты-Мансийский авт.округ-Югра,1964,2,691,716,2017,01
75,Ямало-Hенецкий авт.округ,632,5,240,254,2017,01
76,Тюменская область без автономии,1736,4,536,535,2017,01
77,Челябинская область,3412,19,1214,1204,2017,01
79,Республика Алтай,256,1,69,50,2017,01
80,Республика Бурятия,1202,8,311,271,2017,01
81,Республика Тыва,600,10,115,39,2017,01
82,Республика Хакасия,522,3,227,195,2017,01
83,Алтайский край,2009,18,692,802,2017,01
84,Забайкальский край,1145,6,496,383,2017,01
85,Красноярский край,2882,14,1151,1070,2017,01
86,Иркутская область,2595,21,1107,955,2017,01
87,Кемеровская область,2283,12,838,937,2017,01
88,Новосибирская область,2798,14,953,1119,2017,01
89,Омская область,1852,10,669,630,2017,01
90,Томская область,871,4,350,388,2017,01
92,Республика Саха (Якутия),1107,11,325,304,2017,01
93,Камчатский край,317,0,161,140,2017,01
94,Приморский край,1723,19,720,763,2017,01
95,Хабаровский край,1330,12,522,514,2017,01
96,Амурская область,778,5,315,305,2017,01
97,Магаданская область,126,0,73,74,2017,01
98,Сахалинская область,531,2,210,250,2017,01
99,Еврейская автономная область,167,3,64,57,2017,01
100,Чукотский авт.округ,56,0,23,37,2017,01
