,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1339,10,399,601,2017,03
8,Брянская область,947,4,298,455,2017,03
9,Владимирская область,1169,6,366,554,2017,03
10,Воронежская область,1905,10,598,844,2017,03
11,Ивановская область,908,2,290,370,2017,03
12,Калужская область,938,2,347,381,2017,03
13,Костромская область,634,3,187,280,2017,03
14,Курская область,922,5,268,473,2017,03
15,Липецкая область,1005,4,225,453,2017,03
16,Московская область,7833,28,2811,3248,2017,03
17,Орловская область,611,4,221,316,2017,03
18,Рязанская область,985,7,308,447,2017,03
19,Смоленская область,768,4,313,400,2017,03
20,Тамбовская область,767,1,208,362,2017,03
21,Тверская область,1193,6,532,549,2017,03
22,Тульская область,1250,2,438,544,2017,03
23,Ярославская область,1175,8,429,518,2017,03
24,г.Москва,11492,75,4490,4253,2017,03
26,Республика Карелия,576,2,269,270,2017,03
27,Республика Коми,851,5,486,425,2017,03
28,Архангельская область,1117,9,557,483,2017,03
29,Hенецкий авт.округ,60,0,22,10,2017,03
30,Архангельская область без автономии,1057,9,535,473,2017,03
31,Вологодская область,1216,6,462,408,2017,03
32,Калининградская область,994,2,522,449,2017,03
33,Ленинградская область,1296,5,668,618,2017,03
34,Мурманская область,728,3,531,430,2017,03
35,Новгородская область,548,5,254,261,2017,03
36,Псковская область,561,4,250,250,2017,03
37,г.Санкт-Петербург,5807,22,2868,2328,2017,03
39,Республика Адыгея,405,3,140,145,2017,03
40,Республика Калмыкия,257,3,67,71,2017,03
41,Республика Крым,1858,10,818,542,2017,03
42,Краснодарский край,5791,22,2437,2149,2017,03
43,Астраханская область,1033,3,339,365,2017,03
44,Волгоградская область,2180,12,703,922,2017,03
45,Ростовская область,3796,23,1434,1628,2017,03
48,Республика Дагестан,4389,36,1236,406,2017,03
49,Республика Ингушетия,662,7,184,33,2017,03
50,Кабардино-Балкарская Республика,908,6,276,211,2017,03
51,Карачаево-Черкесская Республика,465,3,163,119,2017,03
52,Республика Северная Осетия- Алания,796,7,227,184,2017,03
53,Чеченская Республика,2402,20,597,91,2017,03
54,Ставропольский край,2861,20,821,877,2017,03
56,Республика Башкортостан,4385,37,1814,1452,2017,03
57,Республика Марий Эл,723,2,179,235,2017,03
58,Республика Мордовия,616,6,127,235,2017,03
60,Удмуртская Республика,1610,6,577,460,2017,03
62,Пермский край,2840,19,1293,927,2017,03
63,Кировская область,1228,7,499,509,2017,03
64,Hижегородская область,2949,11,802,1266,2017,03
65,Оренбургская область,1969,11,702,785,2017,03
66,Пензенская область,1111,3,312,455,2017,03
67,Самарская область,3015,10,1019,1347,2017,03
68,Саратовская область,2054,10,652,914,2017,03
69,Ульяновская область,1020,4,365,433,2017,03
71,Курганская область,835,5,418,358,2017,03
72,Свердловская область,4606,21,2255,1868,2017,03
73,Тюменская область,4360,30,2036,1707,2017,03
74,Ханты-Мансийский авт.округ-Югра,1879,13,996,819,2017,03
75,Ямало-Hенецкий авт.округ,640,5,345,283,2017,03
76,Тюменская область без автономии,1841,12,695,605,2017,03
77,Челябинская область,3529,30,1513,1453,2017,03
79,Республика Алтай,287,5,97,83,2017,03
80,Республика Бурятия,1311,5,481,354,2017,03
81,Республика Тыва,674,5,163,55,2017,03
82,Республика Хакасия,591,3,307,227,2017,03
83,Алтайский край,2243,13,882,956,2017,03
84,Забайкальский край,1300,11,668,442,2017,03
85,Красноярский край,3184,21,1726,1309,2017,03
86,Иркутская область,2885,26,1539,1070,2017,03
87,Кемеровская область,2500,16,1090,1098,2017,03
88,Новосибирская область,3104,18,1512,1218,2017,03
89,Омская область,2099,19,941,852,2017,03
90,Томская область,1084,3,507,395,2017,03
92,Республика Саха (Якутия),1328,5,572,393,2017,03
93,Камчатский край,341,3,237,176,2017,03
94,Приморский край,1931,9,1064,862,2017,03
95,Хабаровский край,1429,13,804,616,2017,03
96,Амурская область,897,5,416,355,2017,03
97,Магаданская область,137,0,91,91,2017,03
98,Сахалинская область,543,6,307,260,2017,03
99,Еврейская автономная область,175,3,104,62,2017,03
100,Чукотский авт.округ,66,2,38,40,2017,03
