,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1518,7,1566,603,2017,08
8,Брянская область,1117,8,1230,531,2017,08
9,Владимирская область,1272,2,1291,479,2017,08
10,Воронежская область,2272,13,2331,872,2017,08
11,Ивановская область,901,6,1023,399,2017,08
12,Калужская область,1060,6,1028,378,2017,08
13,Костромская область,703,6,674,206,2017,08
14,Курская область,1123,6,983,477,2017,08
15,Липецкая область,1139,6,1030,512,2017,08
16,Московская область,8535,28,7592,3067,2017,08
17,Орловская область,717,5,784,311,2017,08
18,Рязанская область,1056,7,1084,471,2017,08
19,Смоленская область,834,5,970,371,2017,08
20,Тамбовская область,899,3,931,383,2017,08
21,Тверская область,1233,6,1291,459,2017,08
22,Тульская область,1298,8,1392,587,2017,08
23,Ярославская область,1329,12,1354,485,2017,08
24,г.Москва,12394,59,11828,3849,2017,08
26,Республика Карелия,591,4,603,249,2017,08
27,Республика Коми,859,1,699,330,2017,08
28,Архангельская область,1159,9,1028,441,2017,08
29,Hенецкий авт.округ,64,0,32,11,2017,08
30,Архангельская область без автономии,1095,9,996,430,2017,08
31,Вологодская область,1241,6,1128,426,2017,08
32,Калининградская область,1089,4,1063,481,2017,08
33,Ленинградская область,1413,2,1115,637,2017,08
34,Мурманская область,687,2,549,320,2017,08
35,Новгородская область,596,0,629,244,2017,08
36,Псковская область,597,3,661,257,2017,08
37,г.Санкт-Петербург,6401,22,7576,2124,2017,08
39,Республика Адыгея,485,4,293,160,2017,08
40,Республика Калмыкия,332,1,208,107,2017,08
41,Республика Крым,2133,12,1680,709,2017,08
42,Краснодарский край,6676,20,4919,2216,2017,08
43,Астраханская область,1157,8,842,372,2017,08
44,Волгоградская область,2572,10,2158,974,2017,08
45,Ростовская область,4435,25,3578,1706,2017,08
48,Республика Дагестан,4759,24,2012,415,2017,08
49,Республика Ингушетия,839,6,210,30,2017,08
50,Кабардино-Балкарская Республика,1095,4,555,201,2017,08
51,Карачаево-Черкесская Республика,488,5,290,115,2017,08
52,Республика Северная Осетия- Алания,902,8,392,170,2017,08
53,Чеченская Республика,2862,21,734,88,2017,08
54,Ставропольский край,3132,12,2099,911,2017,08
56,Республика Башкортостан,4678,20,3972,1470,2017,08
57,Республика Марий Эл,791,4,578,218,2017,08
58,Республика Мордовия,662,3,669,258,2017,08
59,Республика Татарстан(Татарстан),4380,14,4325,1136,2017,08
60,Удмуртская Республика,1717,7,1374,479,2017,08
61,Чувашская Республика(Чувашия),1323,6,1056,356,2017,08
62,Пермский край,3031,14,2492,1024,2017,08
63,Кировская область,1299,3,1079,456,2017,08
64,Hижегородская область,3403,20,3414,1307,2017,08
65,Оренбургская область,2255,15,1873,792,2017,08
66,Пензенская область,1195,3,1120,490,2017,08
67,Самарская область,3380,12,3280,1209,2017,08
68,Саратовская область,2371,7,2333,906,2017,08
69,Ульяновская область,1273,4,1237,439,2017,08
71,Курганская область,900,3,770,351,2017,08
72,Свердловская область,4962,17,4224,1764,2017,08
73,Тюменская область,4937,26,3604,1569,2017,08
74,Ханты-Мансийский авт.округ-Югра,2138,12,1546,773,2017,08
75,Ямало-Hенецкий авт.округ,713,5,378,207,2017,08
76,Тюменская область без автономии,2086,9,1680,589,2017,08
77,Челябинская область,3784,18,3413,1478,2017,08
79,Республика Алтай,323,3,223,95,2017,08
80,Республика Бурятия,1284,10,786,303,2017,08
81,Республика Тыва,635,10,255,49,2017,08
82,Республика Хакасия,572,4,533,224,2017,08
83,Алтайский край,2457,16,2166,1004,2017,08
84,Забайкальский край,1302,13,915,445,2017,08
85,Красноярский край,3420,23,2743,1292,2017,08
86,Иркутская область,2952,20,2550,1123,2017,08
87,Кемеровская область,2869,20,2331,1110,2017,08
88,Новосибирская область,3247,13,2893,1215,2017,08
89,Омская область,2135,13,1921,778,2017,08
90,Томская область,1254,4,1151,373,2017,08
92,Республика Саха (Якутия),1275,1,794,344,2017,08
93,Камчатский край,368,2,288,136,2017,08
94,Приморский край,2071,12,1826,808,2017,08
95,Хабаровский край,1563,6,1225,608,2017,08
96,Амурская область,855,2,769,346,2017,08
97,Магаданская область,152,0,110,76,2017,08
98,Сахалинская область,583,4,480,215,2017,08
99,Еврейская автономная область,152,2,124,76,2017,08
100,Чукотский авт.округ,46,1,30,19,2017,08
