,region,birth,death_children,marriage,divorce,year,month
8,Белгородская область,1260,13,679,577,2017,11
9,Брянская область,994,9,631,486,2017,11
10,Владимирская область,1040,9,543,507,2017,11
11,Воронежская область,1861,12,1197,860,2017,11
12,Ивановская область,828,2,421,373,2017,11
13,Калужская область,855,3,487,370,2017,11
14,Костромская область,585,4,308,232,2017,11
15,Курская область,858,3,538,414,2017,11
16,Липецкая область,869,4,567,393,2017,11
17,Московская область,7372,37,4023,3054,2017,11
18,Орловская область,612,4,320,283,2017,11
19,Рязанская область,961,4,568,490,2017,11
20,Смоленская область,701,3,429,370,2017,11
21,Тамбовская область,725,2,454,351,2017,11
22,Тверская область,1048,1,612,490,2017,11
23,Тульская область,1102,10,647,506,2017,11
24,Ярославская область,1114,5,528,459,2017,11
25,г.Москва,10939,57,5615,3842,2017,11
27,Республика Карелия,485,5,335,248,2017,11
28,Республика Коми,786,2,400,326,2017,11
29,Архангельская область,1002,8,502,405,2017,11
30,Hенецкий авт.округ,45,1,15,12,2017,11
31,Архангельская область без автономии,957,7,487,393,2017,11
32,Вологодская область,1054,2,506,396,2017,11
33,Калининградская область,898,3,487,447,2017,11
34,Ленинградская область,1239,8,633,694,2017,11
35,Мурманская область,618,1,454,370,2017,11
36,Новгородская область,495,5,289,265,2017,11
37,Псковская область,505,3,283,245,2017,11
38,г.Санкт-Петербург,5186,22,3256,2196,2017,11
40,Республика Адыгея,401,4,189,151,2017,11
41,Республика Калмыкия,260,1,102,72,2017,11
42,Республика Крым,1807,4,1109,593,2017,11
43,Краснодарский край,5580,37,3260,2210,2017,11
44,Астраханская область,1036,5,505,360,2017,11
45,Волгоградская область,2074,8,1049,930,2017,11
46,Ростовская область,3617,21,1954,1573,2017,11
49,Республика Дагестан,4585,39,1461,386,2017,11
50,Республика Ингушетия,674,2,137,33,2017,11
51,Кабардино-Балкарская Республика,922,5,444,231,2017,11
52,Карачаево-Черкесская Республика,423,1,189,110,2017,11
53,Республика Северная Осетия- Алания,737,4,278,150,2017,11
54,Чеченская Республика,2557,25,627,84,2017,11
55,Ставропольский край,2677,24,1228,895,2017,11
57,Республика Башкортостан,4057,21,1681,1431,2017,11
58,Республика Марий Эл,627,3,292,191,2017,11
59,Республика Мордовия,567,2,340,234,2017,11
60,Республика Татарстан(Татарстан),3971,24,1635,1176,2017,11
61,Удмуртская Республика,1430,16,652,439,2017,11
62,Чувашская Республика(Чувашия),1109,0,455,314,2017,11
63,Пермский край,2435,16,1415,955,2017,11
64,Кировская область,1031,7,509,465,2017,11
65,Hижегородская область,2751,19,1576,1161,2017,11
66,Оренбургская область,1811,14,939,781,2017,11
67,Пензенская область,885,5,531,481,2017,11
68,Самарская область,2795,17,1366,1152,2017,11
69,Саратовская область,2080,8,960,895,2017,11
70,Ульяновская область,1034,5,549,386,2017,11
72,Курганская область,758,4,404,352,2017,11
73,Свердловская область,4363,24,2226,1731,2017,11
74,Тюменская область,4351,21,2177,1622,2017,11
75,Ханты-Мансийский авт.округ-Югра,1943,10,1006,747,2017,11
76,Ямало-Hенецкий авт.округ,635,4,363,235,2017,11
77,Тюменская область без автономии,1773,7,808,640,2017,11
78,Челябинская область,3329,25,1662,1403,2017,11
80,Республика Алтай,269,4,119,74,2017,11
81,Республика Бурятия,1126,5,455,291,2017,11
82,Республика Тыва,527,6,179,64,2017,11
83,Республика Хакасия,508,3,249,195,2017,11
84,Алтайский край,2058,14,942,903,2017,11
85,Забайкальский край,1227,7,602,453,2017,11
86,Красноярский край,2791,15,1597,1204,2017,11
87,Иркутская область,2552,18,1386,974,2017,11
88,Кемеровская область,2275,22,1169,1017,2017,11
89,Новосибирская область,2713,12,1431,1102,2017,11
90,Омская область,1760,16,963,796,2017,11
91,Томская область,1020,8,489,381,2017,11
93,Республика Саха (Якутия),1158,12,507,339,2017,11
94,Камчатский край,315,2,224,168,2017,11
95,Приморский край,1776,10,1132,854,2017,11
96,Хабаровский край,1326,6,656,554,2017,11
97,Амурская область,723,3,436,320,2017,11
98,Магаданская область,137,1,105,74,2017,11
99,Сахалинская область,505,3,320,235,2017,11
100,Еврейская автономная область,167,3,99,67,2017,11
101,Чукотский авт.округ,41,0,35,34,2017,11
