,region,birth,death_children,marriage,divorce,year,month
7,Белгородская область,1239,3,1510,587,2017,09
8,Брянская область,876,2,1054,471,2017,09
9,Владимирская область,1087,4,1130,450,2017,09
10,Воронежская область,1855,14,2308,811,2017,09
11,Ивановская область,811,1,835,306,2017,09
12,Калужская область,870,2,899,369,2017,09
13,Костромская область,561,5,494,242,2017,09
14,Курская область,916,3,1055,417,2017,09
15,Липецкая область,1025,5,1127,430,2017,09
16,Московская область,7366,31,6623,2842,2017,09
17,Орловская область,518,4,692,251,2017,09
18,Рязанская область,919,3,1058,419,2017,09
19,Смоленская область,659,8,738,350,2017,09
20,Тамбовская область,687,3,881,346,2017,09
21,Тверская область,948,5,1033,462,2017,09
22,Тульская область,1093,5,1192,534,2017,09
23,Ярославская область,1042,9,1008,412,2017,09
24,г.Москва,10854,64,11185,3663,2017,09
26,Республика Карелия,515,5,452,220,2017,09
27,Республика Коми,794,7,588,305,2017,09
28,Архангельская область,1026,9,842,403,2017,09
29,Hенецкий авт.округ,65,1,22,6,2017,09
30,Архангельская область без автономии,961,8,820,397,2017,09
31,Вологодская область,1002,7,934,388,2017,09
32,Калининградская область,978,7,931,378,2017,09
33,Ленинградская область,1140,6,932,555,2017,09
34,Мурманская область,646,3,558,342,2017,09
35,Новгородская область,521,1,497,228,2017,09
36,Псковская область,461,3,462,215,2017,09
37,г.Санкт-Петербург,5132,18,6538,1831,2017,09
39,Республика Адыгея,391,2,364,136,2017,09
40,Республика Калмыкия,263,3,208,85,2017,09
41,Республика Крым,1762,9,2103,569,2017,09
42,Краснодарский край,6120,23,6398,2076,2017,09
43,Астраханская область,1177,3,961,356,2017,09
44,Волгоградская область,2059,7,2423,818,2017,09
45,Ростовская область,3756,34,4388,1557,2017,09
48,Республика Дагестан,4600,38,1430,396,2017,09
49,Республика Ингушетия,696,4,192,37,2017,09
50,Кабардино-Балкарская Республика,875,2,575,189,2017,09
51,Карачаево-Черкесская Республика,429,3,250,111,2017,09
52,Республика Северная Осетия- Алания,795,4,382,144,2017,09
53,Чеченская Республика,2619,17,608,71,2017,09
54,Ставропольский край,2824,25,2297,910,2017,09
56,Республика Башкортостан,4003,14,2998,1252,2017,09
57,Республика Марий Эл,649,2,449,179,2017,09
58,Республика Мордовия,565,3,607,240,2017,09
59,Республика Татарстан(Татарстан),4231,12,3200,1140,2017,09
60,Удмуртская Республика,1430,4,1050,402,2017,09
61,Чувашская Республика(Чувашия),1139,3,943,284,2017,09
62,Пермский край,2610,19,1976,936,2017,09
63,Кировская область,1198,4,806,404,2017,09
64,Hижегородская область,2804,18,2751,1061,2017,09
65,Оренбургская область,1898,23,1593,713,2017,09
66,Пензенская область,998,2,1114,454,2017,09
67,Самарская область,3009,9,2889,1173,2017,09
68,Саратовская область,1935,13,2058,832,2017,09
69,Ульяновская область,1040,3,989,396,2017,09
71,Курганская область,759,5,583,375,2017,09
72,Свердловская область,4140,31,3630,1540,2017,09
73,Тюменская область,4386,22,3047,1391,2017,09
74,Ханты-Мансийский авт.округ-Югра,1985,7,1372,670,2017,09
75,Ямало-Hенецкий авт.округ,598,5,405,199,2017,09
76,Тюменская область без автономии,1803,10,1270,522,2017,09
77,Челябинская область,3230,31,2985,1323,2017,09
79,Республика Алтай,277,4,204,93,2017,09
80,Республика Бурятия,1215,7,540,288,2017,09
81,Республика Тыва,565,2,194,33,2017,09
82,Республика Хакасия,569,4,418,200,2017,09
83,Алтайский край,2124,15,1776,869,2017,09
84,Забайкальский край,1240,1,787,418,2017,09
85,Красноярский край,2885,10,2418,1044,2017,09
86,Иркутская область,2575,19,1969,924,2017,09
87,Кемеровская область,2393,11,2054,964,2017,09
88,Новосибирская область,2868,17,2552,1026,2017,09
89,Омская область,1888,12,1560,703,2017,09
90,Томская область,1000,6,882,348,2017,09
92,Республика Саха (Якутия),1070,7,674,288,2017,09
93,Камчатский край,292,1,338,137,2017,09
94,Приморский край,1716,12,2179,708,2017,09
95,Хабаровский край,1321,4,1301,575,2017,09
96,Амурская область,763,3,676,346,2017,09
97,Магаданская область,109,1,111,56,2017,09
98,Сахалинская область,569,1,462,214,2017,09
99,Еврейская автономная область,164,0,142,54,2017,09
100,Чукотский авт.округ,63,1,31,17,2017,09
