,region,birth,death,death_children,inc_decr,marriage,divorce,year,month
6,Белгородская область,1299,1665,3,-366,763,564,2018,10
8,Владимирская область,1096,1841,4,-745,422,171,2018,10
11,Калужская область,887,1255,5,-368,472,389,2018,10
13,Курская область,981,1481,7,-500,493,439,2018,10
14,Липецкая область,1023,1535,6,-512,579,407,2018,10
15,Московская область,6894,7918,23,-1024,1925,1315,2018,10
16,Орловская область,667,1089,3,-422,370,275,2018,10
17,Рязанская область,844,1267,5,-423,355,128,2018,10
18,Смоленская область,694,1277,2,-583,412,374,2018,10
20,Тверская область,1043,1741,3,-698,306,189,2018,10
22,Ярославская область,1186,1642,5,-456,550,459,2018,10
23,г.Москва,11715,10493,34,1222,6469,4290,2018,10
26,Республика Коми,781,801,4,-20,366,321,2018,10
31,Калининградская область,872,996,8,-124,322,405,2018,10
32,Ленинградская область,1313,1921,3,-608,384,296,2018,10
33,Мурманская область,690,674,1,16,295,152,2018,10
35,Псковская область,566,842,2,-276,262,274,2018,10
38,Республика Адыгея,428,483,2,-55,210,151,2018,10
39,Республика Калмыкия,271,230,3,41,113,97,2018,10
40,Республика Крым,1901,2368,5,-467,609,271,2018,10
41,Краснодарский край,5935,5717,9,218,2535,752,2018,10
42,Астраханская область,1152,900,5,252,577,356,2018,10
43,Волгоградская область,2098,2726,8,-628,571,295,2018,10
47,Республика Дагестан,3445,1020,21,2425,959,302,2018,10
48,Республика Ингушетия,712,152,3,560,156,25,2018,10
53,Ставропольский край,2591,2105,0,486,692,264,2018,10
55,Республика Башкортостан,4202,4223,18,-21,1697,1264,2018,10
56,Республика Марий Эл,719,743,2,-24,263,224,2018,10
57,Республика Мордовия,505,863,1,-358,188,70,2018,10
60,Чувашская Республика(Чувашия),1197,1265,4,-68,464,337,2018,10
61,Пермский край,2587,2667,5,-80,787,393,2018,10
64,Оренбургская область,2039,2225,11,-186,999,772,2018,10
65,Пензенская область,1047,1347,3,-300,509,490,2018,10
66,Самарская область,3045,3460,5,-415,899,499,2018,10
67,Саратовская область,1935,2664,11,-729,1110,857,2018,10
70,Курганская область,794,1048,1,-254,386,375,2018,10
71,Свердловская область,4645,4886,21,-241,2046,1888,2018,10
72,Тюменская область,4572,2356,14,2216,2057,1624,2018,10
75,Тюменская область без автономии,1892,1316,10,576,854,626,2018,10
76,Челябинская область,3297,3870,12,-573,1651,1437,2018,10
78,Республика Алтай,302,188,0,114,72,24,2018,10
80,Республика Тыва,567,227,4,340,67,17,2018,10
81,Республика Хакасия,588,544,0,44,125,75,2018,10
83,Забайкальский край,1284,1181,5,103,610,474,2018,10
85,Иркутская область,2805,2349,12,456,1306,1142,2018,10
86,Кемеровская область,2369,3120,10,-751,823,369,2018,10
87,Новосибирская область,2981,2837,10,144,511,691,2018,10
88,Омская область,1920,2111,9,-191,598,291,2018,10
89,Томская область,1046,985,7,61,264,155,2018,10
91,Республика Саха (Якутия),1017,560,1,457,296,88,2018,10
92,Камчатский край,335,343,2,-8,187,159,2018,10
93,Приморский край,1851,2186,11,-335,1338,883,2018,10
94,Хабаровский край,1356,1471,7,-115,360,175,2018,10
95,Амурская область,833,911,3,-78,408,342,2018,10
96,Магаданская область,126,119,0,7,42,23,2018,10
97,Сахалинская область,610,587,1,23,314,245,2018,10
98,Еврейская автономная область,160,167,1,-7,60,22,2018,10
99,Чукотский авт.округ,49,47,1,2,25,22,2018,10
