,region,birth,death,death_children,inc_decr,marriage,divorce,year,month
7,Белгородская область,1118,1626,7,-508,705,537,2017,02
8,Брянская область,973,1454,15,-481,546,432,2017,02
9,Владимирская область,1006,1708,5,-702,552,412,2017,02
10,Воронежская область,1698,2863,7,-1165,1022,632,2017,02
11,Ивановская область,735,1266,5,-531,398,262,2017,02
12,Калужская область,871,1215,4,-344,444,352,2017,02
13,Костромская область,527,722,3,-195,293,187,2017,02
14,Курская область,841,1525,8,-684,547,347,2017,02
15,Липецкая область,866,1421,2,-555,577,362,2017,02
16,Московская область,6501,7048,32,-547,3585,2376,2017,02
17,Орловская область,561,990,5,-429,303,270,2017,02
18,Рязанская область,878,1374,4,-496,515,355,2017,02
19,Смоленская область,650,1117,4,-467,389,306,2017,02
20,Тамбовская область,689,1305,1,-616,409,273,2017,02
21,Тверская область,968,1693,4,-725,499,402,2017,02
22,Тульская область,972,1927,12,-955,607,464,2017,02
23,Ярославская область,964,1476,12,-512,448,350,2017,02
24,г.Москва,10121,9304,59,817,5546,2878,2017,02
26,Республика Карелия,460,739,1,-279,240,188,2017,02
27,Республика Коми,778,792,3,-14,362,387,2017,02
28,Архангельская область,933,1217,12,-284,517,396,2017,02
29,Hенецкий авт.округ,46,27,0,19,17,15,2017,02
30,Архангельская область без автономии,887,1190,12,-303,500,381,2017,02
31,Вологодская область,1062,1353,3,-291,415,295,2017,02
32,Калининградская область,860,1053,1,-193,422,374,2017,02
33,Ленинградская область,1130,1983,7,-853,489,559,2017,02
34,Мурманская область,596,695,6,-99,394,320,2017,02
35,Новгородская область,505,811,0,-306,316,193,2017,02
36,Псковская область,491,939,3,-448,262,207,2017,02
37,г.Санкт-Петербург,4755,4776,16,-21,2842,1722,2017,02
39,Республика Адыгея,352,473,1,-121,105,120,2017,02
40,Республика Калмыкия,220,181,1,39,53,67,2017,02
41,Республика Крым,1501,2256,6,-755,746,466,2017,02
42,Краснодарский край,4849,5637,28,-788,2533,1827,2017,02
43,Астраханская область,904,971,11,-67,350,292,2017,02
44,Волгоградская область,1885,2687,4,-802,895,753,2017,02
45,Ростовская область,3374,4469,15,-1095,1671,1244,2017,02
48,Республика Дагестан,3916,1353,47,2563,1052,354,2017,02
49,Республика Ингушетия,547,138,6,409,141,25,2017,02
50,Кабардино-Балкарская Республика,854,626,8,228,223,171,2017,02
51,Карачаево-Черкесская Республика,409,333,4,76,155,116,2017,02
52,Республика Северная Осетия- Алания,691,590,3,101,257,123,2017,02
53,Чеченская Республика,2232,523,19,1709,567,93,2017,02
54,Ставропольский край,2432,2542,25,-110,1073,691,2017,02
56,Республика Башкортостан,3764,3887,30,-123,1676,1088,2017,02
57,Республика Марий Эл,616,691,1,-75,264,193,2017,02
58,Республика Мордовия,485,821,1,-336,333,182,2017,02
59,Республика Татарстан(Татарстан),3553,3646,20,-93,1557,1005,2017,02
60,Удмуртская Республика,1396,1496,5,-100,598,415,2017,02
61,Чувашская Республика(Чувашия),1075,1236,4,-161,534,310,2017,02
62,Пермский край,2432,2896,16,-464,1307,832,2017,02
63,Кировская область,979,1572,2,-593,486,389,2017,02
64,Hижегородская область,2644,3942,8,-1298,1524,997,2017,02
65,Оренбургская область,1709,2093,5,-384,863,583,2017,02
66,Пензенская область,906,1589,3,-683,560,351,2017,02
67,Самарская область,2656,3611,16,-955,1357,990,2017,02
68,Саратовская область,1719,2676,15,-957,942,663,2017,02
69,Ульяновская область,988,1390,9,-402,561,370,2017,02
71,Курганская область,686,1035,3,-349,375,274,2017,02
72,Свердловская область,4113,4704,22,-591,1829,1428,2017,02
73,Тюменская область,3776,2309,13,1467,1988,1375,2017,02
74,Ханты-Мансийский авт.округ-Югра,1666,809,9,857,944,669,2017,02
75,Ямало-Hенецкий авт.округ,555,216,2,339,375,205,2017,02
76,Тюменская область без автономии,1555,1284,2,271,669,501,2017,02
77,Челябинская область,3153,3718,13,-565,1514,1155,2017,02
79,Республика Алтай,248,177,2,71,104,70,2017,02
80,Республика Бурятия,1006,787,6,219,424,232,2017,02
81,Республика Тыва,477,222,4,255,178,39,2017,02
82,Республика Хакасия,494,559,0,-65,263,188,2017,02
83,Алтайский край,1966,2635,14,-669,895,727,2017,02
84,Забайкальский край,950,968,7,-18,503,339,2017,02
85,Красноярский край,2634,2835,17,-201,1349,956,2017,02
86,Иркутская область,2381,2443,12,-62,1315,862,2017,02
87,Кемеровская область,2154,3154,23,-1000,1100,803,2017,02
88,Новосибирская область,2615,3020,11,-405,1102,855,2017,02
89,Омская область,1716,2161,10,-445,864,627,2017,02
90,Томская область,964,962,3,2,475,308,2017,02
92,Республика Саха (Якутия),1011,605,8,406,545,306,2017,02
93,Камчатский край,283,253,2,30,198,123,2017,02
94,Приморский край,1529,2066,10,-537,859,662,2017,02
95,Хабаровский край,1141,1318,8,-177,607,530,2017,02
96,Амурская область,761,916,7,-155,387,269,2017,02
97,Магаданская область,100,118,2,-18,83,82,2017,02
98,Сахалинская область,469,483,1,-14,251,209,2017,02
99,Еврейская автономная область,147,166,2,-19,84,50,2017,02
100,Чукотский авт.округ,61,32,0,29,28,15,2017,02
